,Nreps,lnPK,lnPPK,deltaK,estLnProbMean,estLnProbStdev
2,10,0.0,0.0,0.0,-34645.13,466.9569693475215
3,10,-327.2700000000041,232.38000000001193,0.6919284127159726,-34972.4,335.8439915595731
4,10,-94.88999999999214,271.82999999999447,0.6065026997233844,-35067.28999999999,448.1925638978549
5,10,176.94000000000233,0.0,0.0,-34890.34999999999,281.1122482410025
