,0,1,2,3
ALA-KLS1661-4013402,0.017,0.0172,0.954,0.0118
ALA-KLS1663-4013404,0.016,0.0194,0.9544,0.0102
ALA-KLS1664-4013405,0.017,0.0174,0.955,0.0106
ALA-KLS1682-4013423,0.017,0.0168,0.9554,0.0108
ALA-KLS1690-4013430,0.0196,0.0194,0.948,0.013
ALA-KLS1140-2892558,0.0132,0.0152,0.9618,0.0098
ALA-KLS1161-2892441,0.0158,0.0148,0.9596,0.0098
ALA-KLS1162-2892512,0.0152,0.0176,0.9568,0.0104
ALA-KLS1163-2892427,0.0168,0.0186,0.9548,0.0098
ALA-KLS1165-2892485,0.0152,0.0154,0.9592,0.0102
ALA-KLS1166-2892541,0.0164,0.0168,0.9564,0.0104
ALA-KLS1167-2892484,0.0186,0.0176,0.95,0.0138
ALA-KLS1168-2892413,0.014,0.014,0.9628,0.0092
ALA-KLS1169-2892448,0.017,0.016,0.9574,0.0096
ALA-KLS1170-2892511,0.0166,0.0172,0.9564,0.0098
ALA-KLS1366-3593364,0.0148,0.0166,0.9582,0.0104
ALA-KLS1373-3593328,0.0198,0.0202,0.9478,0.0122
ALA-KLS1387-3593387,0.018,0.019,0.9522,0.0108
ALA-KLS1413-3593365,0.0148,0.0162,0.9582,0.0108
ALA-KLS1415-3593359,0.015,0.015,0.9602,0.0098
ALA-VU15-2892510,0.0144,0.0154,0.9594,0.0108
ALA-VU20-2892394,0.0146,0.015,0.9612,0.0092
ALA-VU21-2892380,0.0168,0.0162,0.9568,0.0102
ALA-VU33-2892383,0.0184,0.0192,0.952,0.0104
ALA-VU37-2892482,0.016,0.0178,0.9554,0.0108
ALA-VU47-2892477,0.0142,0.017,0.958,0.0108
ALA-VU50-2892527,0.0198,0.0204,0.948,0.0118
ALA-KLS0793-2892513,0.0124,0.0142,0.9656,0.0078
ALA-KLS0796-2892514,0.0164,0.0188,0.9542,0.0106
ALA-KLS0797-2892471,0.0134,0.0138,0.9642,0.0086
ALA-KLS0857-2892463,0.0156,0.0176,0.9564,0.0104
ALA-KLS0871-2892523,0.0178,0.019,0.952,0.0112
ALA-KLS0872-2892526,0.0124,0.0126,0.9666,0.0084
ALA-KLS1444-3593398,0.0218,0.0236,0.9424,0.0122
ALA-KLS1448-3593341,0.0182,0.017,0.9546,0.0102
ALA-KLS1452-3593342,0.0136,0.0158,0.9616,0.009
ALA-KLS1467-3593390,0.0148,0.0154,0.9592,0.0106
ALA-KLS1474-3593384,0.0148,0.0156,0.9592,0.0104
ALA-KLS1479-3593389,0.0152,0.0138,0.9614,0.0096
ALA-KLS1492-3593391,0.0142,0.0146,0.9596,0.0116
APO-KLS1002-2562146,0.0152,0.0158,0.9596,0.0094
ALA-KLS0564-R174540-2892378,0.0156,0.0156,0.9582,0.0106
ALA-KLS1526-3593366,0.0166,0.0174,0.9556,0.0104
ALA-KLS1548-3593373,0.0196,0.02,0.9484,0.012
ALA-KLS1549-3593354,0.0166,0.0166,0.9572,0.0096
ALA-KLS1555-3593323,0.0138,0.0148,0.9628,0.0086
ALA-SS170808-01-2562218,0.016,0.0152,0.9598,0.009
ALA-SS170808-06-2892529,0.0166,0.016,0.9562,0.0112
ALA-SS170809-01-2892375,0.0146,0.0152,0.9604,0.0098
ALA-SS170809-03-2892475,0.0162,0.017,0.9568,0.01
ALA-SS170810-01-2892386,0.0144,0.0136,0.9622,0.0098
ALA-SS170813-01-2892422,0.0174,0.0162,0.9566,0.0098
ALA-SS170815-01-2892435,0.0132,0.0138,0.9646,0.0084
ALA-SS170815-03-2892473,0.0162,0.0182,0.955,0.0106
ALA-SS170815-04-2892440,0.0174,0.0164,0.9552,0.011
ALA-SS170816-01-2892493,0.0154,0.0146,0.9596,0.0104
ALA-SS170820-05-2892447,0.0152,0.016,0.9568,0.012
ALA-SS170822-01-2892494,0.0178,0.018,0.9512,0.013
ALA-SS170822-02-2892495,0.0304,0.0368,0.9196,0.0132
ALA-SS170822-03-2892528,0.0178,0.0224,0.9492,0.0106
ALA-SS171011-02-2892425,0.015,0.016,0.9588,0.0102
ALA-SS171011-03-2892496,0.0136,0.014,0.9628,0.0096
ALA-SS171018-02-2892517,0.0128,0.0146,0.963,0.0096
ALA-SS171025-01-2892506,0.0158,0.0158,0.9588,0.0096
ALA-SS171104-01-2892432,0.0132,0.014,0.963,0.0098
ALA-SS171105-01-2892472,0.0168,0.0166,0.9556,0.011
ALA-SS171106-02-2892479,0.017,0.0156,0.957,0.0104
ALA-SS171106-03-2892404,0.0112,0.0122,0.9696,0.007
ALA-VU51-2892500,0.0134,0.0138,0.9638,0.009
ALA-VU53-2892376,0.014,0.0146,0.961,0.0104
ALA-VU62-2892417,0.015,0.0182,0.9572,0.0096
APO-BD304-2892487,0.0136,0.0136,0.953,0.0198
APO-BD320-2892516,0.011,0.0112,0.9636,0.0142
APO-BD325-2892538,0.0108,0.0122,0.9596,0.0174
APO-BD326-2892550,0.0124,0.0114,0.9568,0.0194
APO-BD330-2892535,0.0128,0.0134,0.9616,0.0122
APO-BD331-2892519,0.0116,0.0114,0.961,0.016
APO-BD337-2892483,0.011,0.0122,0.9616,0.0152
APO-BD338-2892540,0.012,0.012,0.9572,0.0188
APO-BD339-2892520,0.011,0.0112,0.9652,0.0126
APO-BD342-2892423,0.012,0.011,0.9594,0.0176
