,0,1,2
HMA-KLS0629-2117699,0.06,0.9362,0.0038
HMA-KLS0630-2117717,0.06,0.9344,0.0056
HMA-KLS0631-2117697,0.0698,0.9261,0.0041
HMA-KLS0633-2117719,0.0637,0.9326,0.0037
HMA-KLS0647-2117698,0.0542,0.9423,0.0035
HMA-KLS0652-2117715,0.0727,0.9227,0.0046
HMA-KLS0662-2117700,0.0614,0.934,0.0046
HMA-KLS0676-2117735,0.0717,0.9238,0.0045
HMA-KLS0762-2117712,0.0602,0.9352,0.0046
HMA-KLS1016-2117701,0.0653,0.9305,0.0042
HMA-KLS1017-2117720,0.0608,0.9356,0.0036
HMA-KLS1020-2117696,0.0623,0.9332,0.0045
HMA-KLS1379-3593334,0.0741,0.921,0.0049
HMA-KLS1416-3593319,0.0772,0.9185,0.0043
HMA-KLS1421-3593374,0.0644,0.9308,0.0048
HMA-VU46-2117754,0.1035,0.8905,0.006
HMA-KLS0798-2117733,0.065,0.9308,0.0042
HMA-KLS0799-2117731,0.0721,0.9235,0.0044
HMA-KLS0801-2117727,0.0686,0.927,0.0044
HMA-KLS0808-2117740,0.0645,0.9316,0.0039
HMA-KLS0813-2117730,0.0732,0.9219,0.0049
HMA-KLS0898-2117745,0.059,0.9353,0.0057
HMA-KLS0913-2117749,0.0611,0.9353,0.0036
HMA-KLS0933-2117744,0.0655,0.9296,0.0049
HMA-KLS1514-3593378,0.0629,0.9322,0.0049
HMA-KLS1522-3593369,0.0636,0.9324,0.004
HMA-KLS1538-3593349,0.0581,0.9384,0.0035
HMA-KLS1553-3593325,0.0614,0.9351,0.0035
HMA-KLS1554-3593316,0.0721,0.9231,0.0048
HMA-SS170809_02-2117728,0.056,0.9403,0.0037
HMA-SS170812_01-2117751,0.0826,0.9121,0.0053
HMA-SS170814_02-2117746,0.0905,0.9045,0.005
HMA-SS170818_01-2117748,0.1117,0.882,0.0063
HMA-SS170820_01-2117747,0.0603,0.9357,0.004
HMA-SS171024_01-2117723,0.0665,0.9291,0.0044
HMA-VU55-2117702,0.0551,0.941,0.0039
HMA-VU61-2117705,0.0555,0.941,0.0035
HMA-KLS1692-4013432,0.0126,0.9256,0.0618
HMA-KLS1694-4013434,0.012,0.9409,0.0471
HMA-KLS1697-4013437,0.0072,0.9192,0.0736
HMA-KLS1699-4013439,0.006,0.9277,0.0663
HMA-KLS1703-4013443,0.0058,0.9139,0.0803
HMA-KLS1705-4013445,0.0142,0.9213,0.0645
HMA-R154981-2117752,0.0024,0.9305,0.0671
HMA-WAM-R154978-2562207,0.0499,0.9056,0.0445
HMA-WAM-R154980-2562264,0.08,0.8984,0.0216
HMA-WAM-R154981-2562169,0.0044,0.907,0.0886
HMA-WAMR154978-2117736,0.1451,0.7637,0.0912
HMA-KLS1711-4013451,0.0222,0.9258,0.052
