,0,1,2
HST-KLS1662-4013403,0.0193,0.9581,0.0226
HST-KLS1665-4013406,0.0224,0.956,0.0216
HST-KLS1666-4013407,0.0232,0.9543,0.0225
HST-KLS1667-4013408,0.0211,0.9573,0.0216
HST-KLS1668-4013409,0.0232,0.9523,0.0245
HST-KLS1669-4013410,0.0236,0.9525,0.0239
HST-KLS1670-4013411,0.0184,0.9619,0.0197
HST-KLS1671-4013412,0.0166,0.9669,0.0165
HST-KLS1673-4013414,0.0227,0.9532,0.0241
HST-KLS1674-4013415,0.0193,0.9619,0.0188
HST-KLS1675-4013416,0.0148,0.9695,0.0157
HST-KLS1676-4013417,0.0218,0.9556,0.0226
HST-KLS1678-4013419,0.0184,0.9612,0.0204
HST-KLS1680-4013421,0.0202,0.9577,0.0221
HST-KLS1681-4013422,0.0221,0.9523,0.0256
HST-KLS1683-4013424,0.0182,0.9621,0.0197
HST-KLS1684-4013425,0.0162,0.9676,0.0162
HST-KLS1685-4013426,0.0247,0.9502,0.0251
HST-KLS1686-4013427,0.0164,0.9656,0.018
HST-KLS1688-4013428,0.0267,0.9439,0.0294
HST-KLS1689-4013429,0.0222,0.9529,0.0249
HST-KLS1691-4013431,0.0178,0.9643,0.0179
HST-KLS0490-2892498,0.0206,0.9575,0.0219
HST-KLS0527-2892409,0.0269,0.9449,0.0282
HST-KLS0528-2892531,0.017,0.9632,0.0198
HST-KLS0566-2892525,0.0144,0.9709,0.0147
HST-KLS0573-2892480,0.0218,0.9539,0.0243
HST-KLS0604-2892450,0.0236,0.9484,0.028
HST-KLS0635-2562180,0.0205,0.9573,0.0222
HST-KLS0636-2562216,0.0256,0.9408,0.0336
HST-KLS0675-2892455,0.0167,0.9645,0.0188
HST-KLS0677-2892491,0.0149,0.9692,0.0159
HST-KLS0678-2892468,0.0196,0.9592,0.0212
HST-KLS0679-2892438,0.0229,0.951,0.0261
HST-KLS0680-2892474,0.0173,0.9649,0.0178
HST-KLS0681-2892443,0.0214,0.9552,0.0234
HST-KLS0682-2892504,0.0183,0.9616,0.0201
HST-KLS0686-2892505,0.0193,0.9599,0.0208
HST-KLS0687-2892451,0.0148,0.9692,0.016
HST-KLS1157-3593388,0.0192,0.961,0.0198
HST-KLS1158-3593383,0.0204,0.9577,0.0219
HST-KLS1159-3593340,0.0223,0.9551,0.0226
HST-KLS1367-3593339,0.02,0.9567,0.0233
HST-KLS1369-3593347,0.0212,0.9559,0.0229
HST-KLS1370-3593333,0.0163,0.9662,0.0175
HST-KLS1371-3593312,0.0232,0.9536,0.0232
HST-KLS1372-3593318,0.0205,0.9561,0.0234
HST-KLS1380-3593381,0.0204,0.9588,0.0208
HST-KLS1384-3593379,0.0185,0.9608,0.0207
HST-KLS1385-3593310,0.0258,0.9449,0.0293
HST-KLS1412-3593322,0.0247,0.9482,0.0271
HST-KLS1414-3593346,0.0229,0.9537,0.0234
HST-KLS1417-3593370,0.0207,0.9574,0.0219
HST-KLS1418-3593309,0.0217,0.9556,0.0227
HST-KLS1419-3593306,0.0206,0.9579,0.0215
HST-KLS1420-3593353,0.0207,0.9572,0.0221
HST-KLS1422-3593399,0.0174,0.9636,0.019
HST-KLS1424-3593329,0.0136,0.9722,0.0142
HST-KLS1429-3593311,0.0178,0.9629,0.0193
HST-VU38-2892414,0.0207,0.9572,0.0221
HST-KLS0794-2562199,0.018,0.9633,0.0187
HST-KLS0795-2892379,0.0199,0.9587,0.0214
HST-KLS0804-2892392,0.017,0.9644,0.0186
HST-KLS0843-2892452,0.0221,0.9519,0.026
HST-KLS0847-2892542,0.0461,0.8846,0.0693
HST-KLS0858-2892456,0.0212,0.9544,0.0244
HST-KLS0883-2892509,0.0189,0.9618,0.0193
HST-KLS0923-2892400,0.0216,0.9565,0.0219
HST-KLS0938-2892388,0.0162,0.9668,0.017
HST-KLS0983-2892406,0.0154,0.9687,0.0159
HST-KLS0986-2892407,0.0178,0.9647,0.0175
HST-KLS1273-2892431,0.011,0.9778,0.0112
HST-KLS1274-2892410,0.0196,0.9598,0.0206
HST-VU116-2892391,0.0266,0.9428,0.0306
HST-KLS0559-2892377,0.0181,0.9649,0.017
HST-KLS1173-2892444,0.0203,0.9588,0.0209
HST-KLS1182-2892449,0.0179,0.9627,0.0194
HST-KLS1200-2892434,0.0197,0.9578,0.0225
HST-KLS1206-3593330,0.0168,0.9663,0.0169
HST-KLS1227-2892412,0.0207,0.9586,0.0207
HST-KLS1515-3593385,0.0144,0.9697,0.0159
HST-KLS1517-3593355,0.0227,0.9552,0.0221
HST-KLS1528-3593321,0.0209,0.9575,0.0216
HST-KLS1541-3593313,0.0159,0.9669,0.0172
HST-KLS1544-3593344,0.0189,0.9627,0.0184
HST-KLS1556-3593324,0.0158,0.9672,0.017
HST-SS170814-01-2562208,0.0288,0.9363,0.0349
HST-SS170820-02-2892469,0.0156,0.9684,0.016
