,0,1
HST-KLS1662-4013403,0.9595,0.0405
HST-KLS1665-4013406,0.958,0.042
HST-KLS1666-4013407,0.9554,0.0446
HST-KLS1667-4013408,0.9562,0.0438
HST-KLS1668-4013409,0.9511,0.0489
HST-KLS1669-4013410,0.9535,0.0465
HST-KLS1670-4013411,0.9629,0.0371
HST-KLS1671-4013412,0.9627,0.0373
HST-KLS1673-4013414,0.952,0.048
HST-KLS1674-4013415,0.962,0.038
HST-KLS1675-4013416,0.968,0.032
HST-KLS1676-4013417,0.9572,0.0428
HST-KLS1678-4013419,0.9583,0.0417
HST-KLS1680-4013421,0.9559,0.0441
HST-KLS1681-4013422,0.9523,0.0477
HST-KLS1683-4013424,0.9614,0.0386
HST-KLS1684-4013425,0.9693,0.0307
HST-KLS1685-4013426,0.9501,0.0499
HST-KLS1686-4013427,0.967,0.033
HST-KLS1688-4013428,0.9465,0.0535
HST-KLS1689-4013429,0.9533,0.0467
HST-KLS1691-4013431,0.9641,0.0359
HST-KLS0490-2892498,0.9601,0.0399
HST-KLS0527-2892409,0.9476,0.0524
HST-KLS0528-2892531,0.963,0.037
HST-KLS0566-2892525,0.9723,0.0277
HST-KLS0573-2892480,0.951,0.049
HST-KLS0604-2892450,0.9472,0.0528
HST-KLS0635-2562180,0.9579,0.0421
HST-KLS0636-2562216,0.9404,0.0596
HST-KLS0675-2892455,0.9667,0.0333
HST-KLS0677-2892491,0.9688,0.0312
HST-KLS0678-2892468,0.9592,0.0408
HST-KLS0679-2892438,0.9504,0.0496
HST-KLS0680-2892474,0.9658,0.0342
HST-KLS0681-2892443,0.9564,0.0436
HST-KLS0682-2892504,0.9602,0.0398
HST-KLS0686-2892505,0.9616,0.0384
HST-KLS0687-2892451,0.9688,0.0312
HST-KLS1157-3593388,0.9594,0.0406
HST-KLS1158-3593383,0.9561,0.0439
HST-KLS1159-3593340,0.9564,0.0436
HST-KLS1367-3593339,0.9571,0.0429
HST-KLS1369-3593347,0.9549,0.0451
HST-KLS1370-3593333,0.9656,0.0344
HST-KLS1371-3593312,0.9564,0.0436
HST-KLS1372-3593318,0.9551,0.0449
HST-KLS1380-3593381,0.9615,0.0385
HST-KLS1384-3593379,0.9594,0.0406
HST-KLS1385-3593310,0.944,0.056
HST-KLS1412-3593322,0.9498,0.0502
HST-KLS1414-3593346,0.9566,0.0434
HST-KLS1417-3593370,0.9574,0.0426
HST-KLS1418-3593309,0.9558,0.0442
HST-KLS1419-3593306,0.9557,0.0443
HST-KLS1420-3593353,0.9599,0.0401
HST-KLS1422-3593399,0.9597,0.0403
HST-KLS1424-3593329,0.9716,0.0284
HST-KLS1429-3593311,0.9626,0.0374
HST-VU38-2892414,0.9582,0.0418
HST-KLS0794-2562199,0.9648,0.0352
HST-KLS0795-2892379,0.9584,0.0416
HST-KLS0804-2892392,0.9628,0.0372
HST-KLS0843-2892452,0.9508,0.0492
HST-KLS0847-2892542,0.8812,0.1188
HST-KLS0858-2892456,0.9507,0.0493
HST-KLS0883-2892509,0.9604,0.0396
HST-KLS0923-2892400,0.9554,0.0446
HST-KLS0938-2892388,0.9666,0.0334
HST-KLS0983-2892406,0.967,0.033
HST-KLS0986-2892407,0.9638,0.0362
HST-KLS1273-2892431,0.9748,0.0252
HST-KLS1274-2892410,0.9627,0.0373
HST-VU116-2892391,0.9432,0.0568
HST-KLS0559-2892377,0.9648,0.0352
HST-KLS1173-2892444,0.9578,0.0422
HST-KLS1182-2892449,0.9606,0.0394
HST-KLS1200-2892434,0.9573,0.0427
HST-KLS1206-3593330,0.9663,0.0337
HST-KLS1227-2892412,0.9568,0.0432
HST-KLS1515-3593385,0.9664,0.0336
HST-KLS1517-3593355,0.9591,0.0409
HST-KLS1528-3593321,0.957,0.043
HST-KLS1541-3593313,0.9644,0.0356
HST-KLS1544-3593344,0.9653,0.0347
HST-KLS1556-3593324,0.9645,0.0355
HST-SS170814-01-2562208,0.9358,0.0642
HST-SS170820-02-2892469,0.9667,0.0333
