,0,1
ALA-KLS1661-4013402,0.0473,0.9527
ALA-KLS1663-4013404,0.0458,0.9542
ALA-KLS1664-4013405,0.0468,0.9532
ALA-KLS1682-4013423,0.0503,0.9497
ALA-KLS1690-4013430,0.0504,0.9496
ALA-KLS1140-2892558,0.0386,0.9614
ALA-KLS1161-2892441,0.043,0.957
ALA-KLS1162-2892512,0.0439,0.9561
ALA-KLS1163-2892427,0.0434,0.9566
ALA-KLS1165-2892485,0.0405,0.9595
ALA-KLS1166-2892541,0.0457,0.9543
ALA-KLS1167-2892484,0.0542,0.9458
ALA-KLS1168-2892413,0.0391,0.9609
ALA-KLS1169-2892448,0.0465,0.9535
ALA-KLS1170-2892511,0.0436,0.9564
ALA-KLS1366-3593364,0.0449,0.9551
ALA-KLS1373-3593328,0.0531,0.9469
ALA-KLS1387-3593387,0.0494,0.9506
ALA-KLS1413-3593365,0.048,0.952
ALA-KLS1415-3593359,0.0438,0.9562
ALA-VU15-2892510,0.0399,0.9601
ALA-VU20-2892394,0.0417,0.9583
ALA-VU21-2892380,0.0446,0.9554
ALA-VU33-2892383,0.0439,0.9561
ALA-VU37-2892482,0.0487,0.9513
ALA-VU47-2892477,0.0392,0.9608
ALA-VU50-2892527,0.0486,0.9514
ALA-KLS0793-2892513,0.0345,0.9655
ALA-KLS0796-2892514,0.0441,0.9559
ALA-KLS0797-2892471,0.0415,0.9585
ALA-KLS0857-2892463,0.0451,0.9549
ALA-KLS0871-2892523,0.0496,0.9504
ALA-KLS0872-2892526,0.0342,0.9658
ALA-KLS1444-3593398,0.0585,0.9415
ALA-KLS1448-3593341,0.0459,0.9541
ALA-KLS1452-3593342,0.0398,0.9602
ALA-KLS1467-3593390,0.0421,0.9579
ALA-KLS1474-3593384,0.0421,0.9579
ALA-KLS1479-3593389,0.0389,0.9611
ALA-KLS1492-3593391,0.0429,0.9571
APO-KLS1002-2562146,0.0445,0.9555
ALA-KLS0564-R174540-2892378,0.0446,0.9554
ALA-KLS1526-3593366,0.0493,0.9507
ALA-KLS1548-3593373,0.0508,0.9492
ALA-KLS1549-3593354,0.0436,0.9564
ALA-KLS1555-3593323,0.0392,0.9608
ALA-SS170808-01-2562218,0.0427,0.9573
ALA-SS170808-06-2892529,0.048,0.952
ALA-SS170809-01-2892375,0.0422,0.9578
ALA-SS170809-03-2892475,0.0451,0.9549
ALA-SS170810-01-2892386,0.038,0.962
ALA-SS170813-01-2892422,0.0447,0.9553
ALA-SS170815-01-2892435,0.0363,0.9637
ALA-SS170815-03-2892473,0.0456,0.9544
ALA-SS170815-04-2892440,0.0457,0.9543
ALA-SS170816-01-2892493,0.0431,0.9569
ALA-SS170820-05-2892447,0.0433,0.9567
ALA-SS170822-01-2892494,0.0479,0.9521
ALA-SS170822-02-2892495,0.083,0.917
ALA-SS170822-03-2892528,0.0501,0.9499
ALA-SS171011-02-2892425,0.0423,0.9577
ALA-SS171011-03-2892496,0.0371,0.9629
ALA-SS171018-02-2892517,0.0374,0.9626
ALA-SS171025-01-2892506,0.0438,0.9562
ALA-SS171104-01-2892432,0.0406,0.9594
ALA-SS171105-01-2892472,0.0439,0.9561
ALA-SS171106-02-2892479,0.0425,0.9575
ALA-SS171106-03-2892404,0.0335,0.9665
ALA-VU51-2892500,0.0393,0.9607
ALA-VU53-2892376,0.04,0.96
ALA-VU62-2892417,0.039,0.961
APO-BD304-2892487,0.0469,0.9531
APO-BD320-2892516,0.0378,0.9622
APO-BD325-2892538,0.0347,0.9653
APO-BD326-2892550,0.0436,0.9564
APO-BD330-2892535,0.0373,0.9627
APO-BD331-2892519,0.037,0.963
APO-BD337-2892483,0.0379,0.9621
APO-BD338-2892540,0.041,0.959
APO-BD339-2892520,0.0354,0.9646
APO-BD342-2892423,0.0414,0.9586
