,0,1,2,3
HST-KLS1662-4013403,0.0178,0.0058,0.9593,0.0171
HST-KLS1665-4013406,0.0137,0.013,0.9594,0.0139
HST-KLS1666-4013407,0.0199,0.0066,0.9542,0.0193
HST-KLS1667-4013408,0.0101,0.0219,0.9597,0.0083
HST-KLS1668-4013409,0.0206,0.0071,0.95,0.0223
HST-KLS1669-4013410,0.022,0.0068,0.9523,0.0189
HST-KLS1670-4013411,0.0162,0.0051,0.962,0.0167
HST-KLS1671-4013412,0.0138,0.0055,0.9674,0.0133
HST-KLS1673-4013414,0.0211,0.0056,0.9528,0.0205
HST-KLS1674-4013415,0.0151,0.0055,0.9638,0.0156
HST-KLS1675-4013416,0.0134,0.0054,0.9685,0.0127
HST-KLS1676-4013417,0.0184,0.0063,0.9573,0.018
HST-KLS1678-4013419,0.0163,0.0073,0.9602,0.0162
HST-KLS1680-4013421,0.0181,0.0063,0.9573,0.0183
HST-KLS1681-4013422,0.0206,0.006,0.9536,0.0198
HST-KLS1683-4013424,0.0164,0.0052,0.9616,0.0168
HST-KLS1684-4013425,0.0122,0.005,0.9702,0.0126
HST-KLS1685-4013426,0.0186,0.0092,0.9518,0.0204
HST-KLS1686-4013427,0.0143,0.0045,0.9666,0.0146
HST-KLS1688-4013428,0.023,0.0071,0.9467,0.0232
HST-KLS1689-4013429,0.0192,0.0061,0.9554,0.0193
HST-KLS1691-4013431,0.0141,0.0044,0.9668,0.0147
HST-KLS0490-2892498,0.0168,0.0057,0.9614,0.0161
HST-KLS0527-2892409,0.0214,0.0074,0.9475,0.0237
HST-KLS0528-2892531,0.0164,0.0044,0.9635,0.0157
HST-KLS0566-2892525,0.0124,0.004,0.9708,0.0128
HST-KLS0573-2892480,0.0188,0.0062,0.954,0.021
HST-KLS0604-2892450,0.0251,0.0054,0.9486,0.0209
HST-KLS0635-2562180,0.0194,0.0052,0.9583,0.0171
HST-KLS0636-2562216,0.0264,0.0066,0.943,0.024
HST-KLS0675-2892455,0.0149,0.0044,0.9667,0.014
HST-KLS0677-2892491,0.0129,0.0046,0.9691,0.0134
HST-KLS0678-2892468,0.0147,0.0073,0.9621,0.0159
HST-KLS0679-2892438,0.0108,0.0252,0.9539,0.0101
HST-KLS0680-2892474,0.0136,0.0044,0.9687,0.0133
HST-KLS0681-2892443,0.0167,0.0065,0.9594,0.0174
HST-KLS0682-2892504,0.0178,0.007,0.9595,0.0157
HST-KLS0686-2892505,0.0151,0.0053,0.9638,0.0158
HST-KLS0687-2892451,0.013,0.0039,0.9709,0.0122
HST-KLS1157-3593388,0.0166,0.005,0.9618,0.0166
HST-KLS1158-3593383,0.0188,0.0057,0.9575,0.018
HST-KLS1159-3593340,0.0166,0.0076,0.9591,0.0167
HST-KLS1367-3593339,0.0181,0.0056,0.9569,0.0194
HST-KLS1369-3593347,0.0175,0.0072,0.9585,0.0168
HST-KLS1370-3593333,0.0134,0.0052,0.9683,0.0131
HST-KLS1371-3593312,0.0177,0.0063,0.959,0.017
HST-KLS1372-3593318,0.0178,0.0062,0.9581,0.0179
HST-KLS1380-3593381,0.0129,0.0123,0.9608,0.014
HST-KLS1384-3593379,0.0181,0.0046,0.9609,0.0164
HST-KLS1385-3593310,0.0211,0.0074,0.9505,0.021
HST-KLS1412-3593322,0.0198,0.0094,0.9512,0.0196
HST-KLS1414-3593346,0.0191,0.0063,0.9572,0.0174
HST-KLS1417-3593370,0.0173,0.0066,0.9598,0.0163
HST-KLS1418-3593309,0.0196,0.0063,0.9572,0.0169
HST-KLS1419-3593306,0.017,0.0066,0.9599,0.0165
HST-KLS1420-3593353,0.0175,0.0051,0.9602,0.0172
HST-KLS1422-3593399,0.0167,0.0058,0.9615,0.016
HST-KLS1424-3593329,0.0106,0.0038,0.9742,0.0114
HST-KLS1429-3593311,0.0159,0.0052,0.9638,0.0151
HST-VU38-2892414,0.0167,0.0061,0.961,0.0162
HST-KLS0794-2562199,0.0144,0.0047,0.967,0.0139
HST-KLS0795-2892379,0.0157,0.0067,0.9612,0.0164
HST-KLS0804-2892392,0.0139,0.0049,0.968,0.0132
HST-KLS0843-2892452,0.0223,0.0059,0.9524,0.0194
HST-KLS0847-2892542,0.0633,0.0066,0.886,0.0441
HST-KLS0858-2892456,0.0185,0.006,0.9555,0.02
HST-KLS0883-2892509,0.0151,0.0059,0.9625,0.0165
HST-KLS0923-2892400,0.0182,0.0061,0.9588,0.0169
HST-KLS0938-2892388,0.0146,0.0048,0.9665,0.0141
HST-KLS0983-2892406,0.0142,0.0039,0.9685,0.0134
HST-KLS0986-2892407,0.0133,0.0094,0.9634,0.0139
HST-KLS1273-2892431,0.0102,0.0038,0.9762,0.0098
HST-KLS1274-2892410,0.0163,0.0057,0.9612,0.0168
HST-VU116-2892391,0.0125,0.031,0.9448,0.0117
HST-KLS0559-2892377,0.008,0.0193,0.9652,0.0075
