,0,1,2,3,4
HST-KLS1678-4013419,0.9345,0.0015,0.0107,0.0011,0.0522
HST-KLS1680-4013421,0.9353,0.001,0.0212,0.0029,0.0396
HST-KLS1681-4013422,0.4029,0.0024,0.5265,0.0034,0.0647
HST-KLS1683-4013424,0.2468,0.0024,0.7008,0.0026,0.0474
HST-KLS1684-4013425,0.453,0.001,0.1936,0.0058,0.3466
HST-KLS1685-4013426,0.9385,0.0041,0.0044,0.0083,0.0447
HST-KLS1686-4013427,0.8841,0.0026,0.0315,0.0025,0.0793
HST-KLS1689-4013429,0.9536,0.0013,0.0045,0.0032,0.0374
HST-KLS1691-4013431,0.9272,0.0015,0.0095,0.0018,0.06
HST-VU38-2892414,0.0212,0.0033,0.4263,0.0142,0.535
HST-KLS0794-2562199,0.0088,0.0018,0.9807,0.0029,0.0058
HST-KLS0795-2892379,0.0301,0.0023,0.8853,0.0028,0.0795
HST-KLS0804-2892392,0.0046,0.001,0.9813,0.0011,0.012
HST-KLS0843-2892452,0.1871,0.0023,0.7074,0.0038,0.0994
HST-KLS0847-2892542,0.0037,0.0016,0.2612,0.0078,0.7257
HST-KLS0858-2892456,0.0023,0.0013,0.9899,0.0014,0.0051
HST-KLS0883-2892509,0.0692,0.0121,0.8928,0.0015,0.0244
HST-KLS0923-2892400,0.0056,0.001,0.9699,0.0011,0.0224
HST-KLS0938-2892388,0.0109,0.0021,0.9592,0.0093,0.0185
HST-KLS0983-2892406,0.0124,0.0026,0.9701,0.0036,0.0113
HST-KLS0986-2892407,0.0118,0.001,0.9793,0.0038,0.0041
HST-KLS1273-2892431,0.0033,0.001,0.9722,0.0051,0.0184
HST-KLS1274-2892410,0.0232,0.001,0.9634,0.0013,0.0111
HST-As004-3991479,0.0014,0.9936,0.0014,0.0026,0.001
HST-As005-3991480,0.0135,0.9684,0.0121,0.001,0.005
HST-As006-3991481,0.0018,0.9948,0.001,0.0011,0.0013
HST-As007-3991482,0.0013,0.9934,0.001,0.0033,0.001
HST-As009-3991484,0.0054,0.9874,0.0021,0.0016,0.0035
HST-As011-3991486,0.0018,0.9914,0.0014,0.004,0.0014
HST-MW04488-2562113,0.0035,0.9718,0.0079,0.0043,0.0125
HST-VU127-2562116,0.0023,0.0013,0.0027,0.9887,0.005
HST-VU135-2892457,0.0044,0.0039,0.0067,0.9785,0.0065
HST-VU141-2562238,0.0235,0.002,0.0895,0.8341,0.0509
HST-VU143-2892418,0.005,0.0053,0.0062,0.9754,0.0081
HST-VU116-2892391,0.3058,0.3626,0.0234,0.2652,0.043
HST-J82337-2562260,0.0013,0.968,0.0032,0.0242,0.0033
HST-KLS0559-2892377,0.0044,0.0014,0.1027,0.0017,0.8898
HST-KLS1173-2892444,0.0094,0.0014,0.981,0.0035,0.0047
HST-KLS1182-2892449,0.0139,0.0014,0.9727,0.0039,0.0081
HST-KLS1200-2892434,0.0033,0.001,0.1036,0.0026,0.8895
HST-KLS1206-3593330,0.2781,0.0016,0.6855,0.0013,0.0334
HST-KLS1227-2892412,0.0134,0.0011,0.972,0.0032,0.0103
HST-KLS1515-3593385,0.1807,0.001,0.6956,0.0101,0.1126
HST-KLS1517-3593355,0.9407,0.002,0.0196,0.0014,0.0363
HST-KLS1528-3593321,0.9224,0.0015,0.0144,0.0063,0.0554
HST-KLS1541-3593313,0.8818,0.0047,0.0723,0.0025,0.0387
HST-KLS1544-3593344,0.3784,0.0035,0.5738,0.0027,0.0416
HST-KLS1556-3593324,0.3814,0.0025,0.585,0.0021,0.029
HST-SS170814-01-2562208,0.0125,0.0015,0.4551,0.01,0.5209
HST-SS170820-02-2892469,0.2037,0.001,0.6726,0.0019,0.1208
