,0,1,2,3,4
HMA-KLS0629-2117699,0.0038,0.0237,0.0265,0.0059,0.9401
HMA-KLS0630-2117717,0.0053,0.0243,0.025,0.0054,0.94
HMA-KLS0631-2117697,0.0047,0.0297,0.0292,0.0069,0.9295
HMA-KLS0633-2117719,0.0045,0.0264,0.0277,0.0063,0.9351
HMA-KLS0647-2117698,0.0039,0.0242,0.0242,0.0057,0.942
HMA-KLS0652-2117715,0.0047,0.0297,0.0344,0.0074,0.9238
HMA-KLS0662-2117700,0.0039,0.0271,0.0281,0.0067,0.9342
HMA-KLS0676-2117735,0.0042,0.0309,0.0339,0.0083,0.9227
HMA-KLS0762-2117712,0.004,0.0275,0.0251,0.007,0.9364
HMA-KLS1016-2117701,0.0044,0.0312,0.0296,0.0067,0.9281
HMA-KLS1017-2117720,0.0039,0.0285,0.026,0.0057,0.9359
HMA-KLS1020-2117696,0.0044,0.0227,0.0315,0.0067,0.9347
HMA-KLS1379-3593334,0.0052,0.0386,0.0304,0.0075,0.9183
HMA-KLS1416-3593319,0.0045,0.0338,0.0322,0.0078,0.9217
HMA-KLS1421-3593374,0.0052,0.0292,0.0264,0.0061,0.9331
HMA-VU46-2117754,0.0053,0.023,0.0201,0.0591,0.8925
HMA-KLS0798-2117733,0.0037,0.0276,0.0288,0.0059,0.934
HMA-KLS0799-2117731,0.0054,0.0262,0.0307,0.0065,0.9312
HMA-KLS0801-2117727,0.0044,0.0309,0.0288,0.0069,0.929
HMA-KLS0808-2117740,0.0036,0.0287,0.0253,0.007,0.9354
HMA-KLS0813-2117730,0.0044,0.0302,0.0322,0.0092,0.924
HMA-KLS0898-2117745,0.0045,0.0252,0.0284,0.0073,0.9346
HMA-KLS0913-2117749,0.0033,0.0269,0.0252,0.0068,0.9378
HMA-KLS0933-2117744,0.0042,0.0303,0.0267,0.0071,0.9317
HMA-KLS1514-3593378,0.0034,0.0251,0.0271,0.0066,0.9378
HMA-KLS1522-3593369,0.004,0.026,0.0288,0.0064,0.9348
HMA-KLS1538-3593349,0.0031,0.0247,0.0254,0.006,0.9408
HMA-KLS1553-3593325,0.0031,0.0284,0.0228,0.0068,0.9389
HMA-KLS1554-3593316,0.0039,0.0286,0.0323,0.0063,0.9289
HMA-SS170809_02-2117728,0.0037,0.0229,0.0231,0.0067,0.9436
HMA-SS170812_01-2117751,0.0049,0.035,0.035,0.0069,0.9182
HMA-SS170814_02-2117746,0.0054,0.0422,0.0403,0.0092,0.9029
HMA-SS170818_01-2117748,0.0063,0.0464,0.0514,0.0108,0.8851
HMA-SS170820_01-2117747,0.004,0.0245,0.026,0.0064,0.9391
HMA-SS171024_01-2117723,0.0046,0.0287,0.0295,0.0066,0.9306
HMA-VU55-2117702,0.0032,0.0262,0.0234,0.0072,0.94
HMA-VU61-2117705,0.0032,0.0204,0.0232,0.0063,0.9469
HMA-KLS1692-4013432,0.0423,0.0118,0.0109,0.0047,0.9303
HMA-KLS1694-4013434,0.0379,0.0092,0.009,0.0041,0.9398
HMA-KLS1697-4013437,0.0613,0.0048,0.0057,0.004,0.9242
HMA-KLS1699-4013439,0.0562,0.004,0.0046,0.0045,0.9307
HMA-KLS1703-4013443,0.0718,0.0043,0.0047,0.0077,0.9115
HMA-KLS1705-4013445,0.0581,0.0069,0.0071,0.0042,0.9237
HMA-R154981-2117752,0.0569,0.001,0.001,0.0157,0.9254
HMA-WAM-R154978-2562207,0.0237,0.0205,0.0249,0.0206,0.9103
HMA-WAM-R154980-2562264,0.0192,0.0358,0.039,0.0103,0.8957
HMA-WAM-R154981-2562169,0.0744,0.0018,0.0018,0.0208,0.9012
HMA-WAMR154978-2117736,0.0183,0.0166,0.0186,0.1819,0.7646
HMA-KLS1711-4013451,0.0469,0.009,0.0088,0.005,0.9303
