,Nreps,lnPK,lnPPK,deltaK,estLnProbMean,estLnProbStdev
2,10,0.0,0.0,0.0,-72229.88000000002,689.2482568389684
3,10,315.4300000000221,962.9900000000198,1.0598859735046928,-71914.45,908.5788698719448
4,10,-647.5599999999977,329.19999999998254,0.2897440624385901,-72562.01,1136.1751375656058
5,10,-318.36000000001513,0.0,0.0,-72880.37000000001,1134.2883995900002
