,0,1,2,3,4
ALA-KLS1661-4013402,0.0114,0.9554,0.012,0.0092,0.012
ALA-KLS1663-4013404,0.0112,0.953,0.0122,0.0112,0.0124
ALA-KLS1664-4013405,0.0116,0.9524,0.012,0.0126,0.0114
ALA-KLS1682-4013423,0.0106,0.953,0.0108,0.0128,0.0128
ALA-KLS1690-4013430,0.0116,0.95,0.0124,0.0132,0.0128
ALA-KLS1140-2892558,0.0086,0.9606,0.01,0.0112,0.0096
ALA-KLS1161-2892441,0.0104,0.959,0.0098,0.0102,0.0106
ALA-KLS1162-2892512,0.01,0.9568,0.0106,0.011,0.0116
ALA-KLS1163-2892427,0.0106,0.9562,0.01,0.0108,0.0124
ALA-KLS1165-2892485,0.0092,0.9604,0.0096,0.0104,0.0104
ALA-KLS1166-2892541,0.013,0.9544,0.0102,0.0108,0.0116
ALA-KLS1167-2892484,0.0118,0.9486,0.0126,0.0142,0.0128
ALA-KLS1168-2892413,0.0096,0.9618,0.0086,0.01,0.01
ALA-KLS1169-2892448,0.011,0.9528,0.0116,0.0122,0.0124
ALA-KLS1170-2892511,0.01,0.9586,0.0104,0.0106,0.0104
ALA-KLS1366-3593364,0.0108,0.9574,0.0112,0.0106,0.01
ALA-KLS1373-3593328,0.012,0.948,0.0136,0.0128,0.0136
ALA-KLS1387-3593387,0.0118,0.9522,0.0118,0.0116,0.0126
ALA-KLS1413-3593365,0.01,0.9546,0.0118,0.0108,0.0128
ALA-KLS1415-3593359,0.0104,0.9586,0.0098,0.011,0.0102
ALA-VU15-2892510,0.0094,0.9612,0.0098,0.0102,0.0094
ALA-VU20-2892394,0.009,0.96,0.0102,0.009,0.0118
ALA-VU21-2892380,0.0096,0.9558,0.012,0.0116,0.011
ALA-VU33-2892383,0.0094,0.957,0.0102,0.01,0.0134
ALA-VU37-2892482,0.0132,0.9522,0.0112,0.0108,0.0126
ALA-VU47-2892477,0.0086,0.9632,0.0096,0.0096,0.009
ALA-VU50-2892527,0.01,0.9532,0.0118,0.0132,0.0118
ALA-KLS0793-2892513,0.0082,0.9642,0.0088,0.0098,0.009
ALA-KLS0796-2892514,0.0126,0.9484,0.0136,0.0134,0.012
ALA-KLS0797-2892471,0.0092,0.9606,0.0106,0.009,0.0106
ALA-KLS0857-2892463,0.011,0.9528,0.0118,0.0116,0.0128
ALA-KLS0871-2892523,0.0106,0.9512,0.0118,0.013,0.0134
ALA-KLS0872-2892526,0.0088,0.9634,0.0092,0.009,0.0096
ALA-KLS1444-3593398,0.0132,0.9386,0.016,0.0164,0.0158
ALA-KLS1448-3593341,0.0112,0.9552,0.0106,0.0112,0.0118
ALA-KLS1452-3593342,0.0088,0.9616,0.01,0.0094,0.0102
ALA-KLS1467-3593390,0.0106,0.9576,0.011,0.0104,0.0104
ALA-KLS1474-3593384,0.0104,0.9544,0.0118,0.011,0.0124
ALA-KLS1479-3593389,0.0102,0.9604,0.01,0.0096,0.0098
ALA-KLS1492-3593391,0.0114,0.9536,0.0124,0.011,0.0116
APO-KLS1002-2562146,0.0114,0.957,0.0094,0.0118,0.0104
ALA-KLS0564-R174540-2892378,0.0116,0.9542,0.012,0.0104,0.0118
ALA-KLS1526-3593366,0.0114,0.9522,0.0116,0.0124,0.0124
ALA-KLS1548-3593373,0.0124,0.9516,0.0124,0.011,0.0126
ALA-KLS1549-3593354,0.009,0.9576,0.0118,0.0104,0.0112
ALA-KLS1555-3593323,0.0088,0.9632,0.0084,0.009,0.0106
ALA-SS170808-01-2562218,0.0102,0.9556,0.0106,0.0124,0.0112
ALA-SS170808-06-2892529,0.0134,0.9504,0.0124,0.012,0.0118
ALA-SS170809-01-2892375,0.0102,0.9578,0.0098,0.0104,0.0118
ALA-SS170809-03-2892475,0.0118,0.9548,0.0108,0.0106,0.012
ALA-SS170810-01-2892386,0.0088,0.9614,0.0102,0.0098,0.0098
ALA-SS170813-01-2892422,0.0108,0.9524,0.0108,0.0124,0.0136
ALA-SS170815-01-2892435,0.0098,0.9602,0.0096,0.0104,0.01
ALA-SS170815-03-2892473,0.0104,0.955,0.0114,0.0108,0.0124
ALA-SS170815-04-2892440,0.0122,0.953,0.0114,0.0112,0.0122
ALA-SS170816-01-2892493,0.01,0.9584,0.0098,0.011,0.0108
ALA-SS170820-05-2892447,0.0106,0.956,0.0102,0.0114,0.0118
ALA-SS170822-01-2892494,0.0104,0.9534,0.0124,0.0124,0.0114
ALA-SS170822-02-2892495,0.0134,0.923,0.0204,0.0192,0.024
ALA-SS170822-03-2892528,0.0132,0.9472,0.012,0.0138,0.0138
ALA-SS171011-02-2892425,0.0104,0.9588,0.0104,0.0098,0.0106
ALA-SS171011-03-2892496,0.0092,0.9638,0.0086,0.0082,0.0102
ALA-SS171018-02-2892517,0.0084,0.9632,0.0088,0.0098,0.0098
ALA-SS171025-01-2892506,0.01,0.9586,0.011,0.0098,0.0106
ALA-SS171104-01-2892432,0.0092,0.961,0.0104,0.0102,0.0092
ALA-SS171105-01-2892472,0.0098,0.9604,0.0102,0.01,0.0096
ALA-SS171106-02-2892479,0.0098,0.9586,0.0102,0.011,0.0104
ALA-SS171106-03-2892404,0.007,0.97,0.007,0.0078,0.0082
ALA-VU51-2892500,0.0094,0.9622,0.0088,0.009,0.0106
ALA-VU53-2892376,0.0098,0.9584,0.0098,0.0112,0.0108
ALA-VU62-2892417,0.0106,0.9568,0.0098,0.0114,0.0114
APO-BD304-2892487,0.0104,0.9522,0.0124,0.0124,0.0126
APO-BD320-2892516,0.0108,0.9584,0.01,0.0106,0.0102
APO-BD325-2892538,0.0092,0.9612,0.01,0.0094,0.0102
APO-BD326-2892550,0.012,0.9528,0.012,0.0118,0.0114
