,0,1,2,3,4
ALA-KLS0564-R174540-2892378,0.0116,0.0132,0.0108,0.0079,0.9565
ALA-KLS1526-3593366,0.0134,0.0114,0.0139,0.0078,0.9535
ALA-KLS1548-3593373,0.0134,0.0159,0.0139,0.0084,0.9484
ALA-KLS1549-3593354,0.012,0.0125,0.0118,0.0074,0.9563
ALA-KLS1555-3593323,0.0111,0.0109,0.0113,0.0067,0.96
ALA-SS170808-01-2562218,0.0117,0.0122,0.0116,0.0078,0.9567
ALA-SS170808-06-2892529,0.0136,0.0144,0.0114,0.0082,0.9524
ALA-SS170809-01-2892375,0.0116,0.012,0.0111,0.0073,0.958
ALA-SS170809-03-2892475,0.0118,0.0126,0.0131,0.0076,0.9549
ALA-SS170810-01-2892386,0.0112,0.0104,0.0094,0.0063,0.9627
ALA-SS170813-01-2892422,0.0126,0.0113,0.013,0.0075,0.9556
ALA-SS170815-01-2892435,0.011,0.0091,0.0093,0.0066,0.964
ALA-SS170815-03-2892473,0.0128,0.0114,0.0135,0.0083,0.954
ALA-SS170815-04-2892440,0.0121,0.0136,0.013,0.0078,0.9535
ALA-SS170816-01-2892493,0.0119,0.0107,0.0105,0.008,0.9589
ALA-SS170820-05-2892447,0.0121,0.011,0.0118,0.0072,0.9579
ALA-SS170822-01-2892494,0.0138,0.0137,0.0122,0.0083,0.952
ALA-SS170822-02-2892495,0.0185,0.0245,0.0257,0.0113,0.92
ALA-SS170822-03-2892528,0.0151,0.0144,0.0145,0.0086,0.9474
ALA-SS171011-02-2892425,0.011,0.0112,0.0116,0.008,0.9582
ALA-SS171011-03-2892496,0.0114,0.0087,0.0109,0.0067,0.9623
ALA-SS171018-02-2892517,0.009,0.0096,0.0096,0.0101,0.9617
ALA-SS171025-01-2892506,0.0129,0.0117,0.0113,0.0079,0.9562
ALA-SS171104-01-2892432,0.0112,0.011,0.0109,0.0074,0.9595
ALA-SS171105-01-2892472,0.0116,0.0101,0.0114,0.0071,0.9598
ALA-SS171106-02-2892479,0.0101,0.0121,0.0116,0.0064,0.9598
ALA-SS171106-03-2892404,0.0082,0.0098,0.0087,0.006,0.9673
ALA-VU51-2892500,0.0089,0.0099,0.0102,0.0083,0.9627
ALA-VU53-2892376,0.0099,0.0115,0.0104,0.0063,0.9619
ALA-VU62-2892417,0.0109,0.0111,0.0117,0.0071,0.9592
APO-BD304-2892487,0.0136,0.0132,0.0126,0.0088,0.9518
APO-BD320-2892516,0.0088,0.0091,0.0094,0.0112,0.9615
APO-BD325-2892538,0.0089,0.0069,0.007,0.0143,0.9629
APO-BD326-2892550,0.009,0.0086,0.01,0.0137,0.9587
APO-BD330-2892535,0.0099,0.0095,0.0091,0.0094,0.9621
APO-BD331-2892519,0.0077,0.0078,0.0072,0.0131,0.9642
APO-BD337-2892483,0.0086,0.0088,0.009,0.0088,0.9648
APO-BD338-2892540,0.0089,0.0089,0.0096,0.0137,0.9589
APO-BD339-2892520,0.0087,0.0095,0.01,0.0065,0.9653
APO-BD342-2892423,0.0084,0.0088,0.0091,0.0144,0.9593
