,0,1,2,3,4
ALA-KLS1661-4013402,0.013,0.0126,0.012,0.0079,0.9545
ALA-KLS1663-4013404,0.0123,0.015,0.013,0.0077,0.952
ALA-KLS1664-4013405,0.0119,0.0123,0.0143,0.0069,0.9546
ALA-KLS1682-4013423,0.0135,0.0145,0.0127,0.0098,0.9495
ALA-KLS1690-4013430,0.0132,0.0122,0.0146,0.0084,0.9516
ALA-KLS1140-2892558,0.0102,0.0107,0.0104,0.0065,0.9622
ALA-KLS1161-2892441,0.0109,0.0122,0.012,0.0083,0.9566
ALA-KLS1162-2892512,0.012,0.0118,0.0109,0.0077,0.9576
ALA-KLS1163-2892427,0.0129,0.0125,0.0119,0.0079,0.9548
ALA-KLS1165-2892485,0.0106,0.0101,0.0107,0.0072,0.9614
ALA-KLS1166-2892541,0.0126,0.0134,0.0131,0.0077,0.9532
ALA-KLS1167-2892484,0.0129,0.014,0.0145,0.0097,0.9489
ALA-KLS1168-2892413,0.0104,0.0103,0.01,0.0065,0.9628
ALA-KLS1169-2892448,0.0122,0.0133,0.0116,0.0067,0.9562
ALA-KLS1170-2892511,0.012,0.0129,0.0127,0.0068,0.9556
ALA-KLS1366-3593364,0.0128,0.0126,0.0111,0.0078,0.9557
ALA-KLS1373-3593328,0.0159,0.0126,0.0149,0.0084,0.9482
ALA-KLS1387-3593387,0.0133,0.0138,0.0146,0.0092,0.9491
ALA-KLS1413-3593365,0.0119,0.0122,0.0122,0.0075,0.9562
ALA-KLS1415-3593359,0.0111,0.0126,0.0122,0.0062,0.9579
ALA-VU15-2892510,0.0116,0.0104,0.0106,0.0067,0.9607
ALA-VU20-2892394,0.0103,0.0125,0.0111,0.0077,0.9584
ALA-VU21-2892380,0.011,0.0131,0.0121,0.0069,0.9569
ALA-VU33-2892383,0.0133,0.014,0.0115,0.0079,0.9533
ALA-VU37-2892482,0.0133,0.0125,0.0129,0.0087,0.9526
ALA-VU47-2892477,0.0109,0.0102,0.0107,0.0058,0.9624
ALA-VU50-2892527,0.0144,0.0125,0.0136,0.0106,0.9489
ALA-KLS0793-2892513,0.0093,0.0082,0.0092,0.0062,0.9671
ALA-KLS0796-2892514,0.0113,0.0128,0.0129,0.0075,0.9555
ALA-KLS0797-2892471,0.0101,0.0117,0.0111,0.007,0.9601
ALA-KLS0857-2892463,0.0133,0.0105,0.0139,0.0089,0.9534
ALA-KLS0871-2892523,0.0131,0.0151,0.0122,0.0076,0.952
ALA-KLS0872-2892526,0.0092,0.0103,0.0094,0.006,0.9651
ALA-KLS1444-3593398,0.0153,0.0156,0.013,0.0148,0.9413
ALA-KLS1448-3593341,0.0115,0.0129,0.0123,0.0077,0.9556
ALA-KLS1452-3593342,0.0094,0.0105,0.0102,0.0078,0.9621
ALA-KLS1467-3593390,0.0115,0.0108,0.0116,0.0073,0.9588
ALA-KLS1474-3593384,0.0112,0.0115,0.0112,0.0071,0.959
ALA-KLS1479-3593389,0.0092,0.01,0.0106,0.0066,0.9636
ALA-KLS1492-3593391,0.0124,0.0118,0.0107,0.0073,0.9578
APO-KLS1002-2562146,0.0103,0.0111,0.0127,0.01,0.9559
