,Nreps,lnPK,lnPPK,deltaK,estLnProbMean,estLnProbStdev
2,10,0.0,0.0,0.0,-64784.49000000001,697.7313482518408
3,10,101.46000000002095,603.3700000000317,1.6955633264724517,-64683.02999999999,355.85223540740157
4,10,-501.91000000001077,801.5200000000186,1.279478471367737,-65184.94,626.4427404887945
5,10,299.61000000000786,0.0,0.0,-64885.329999999994,525.1179360655825
