,0,1
HMA-KLS0629-2117699,0.9432,0.0568
HMA-KLS0630-2117717,0.9372,0.0628
HMA-KLS0631-2117697,0.933,0.067
HMA-KLS0633-2117719,0.9318,0.0682
HMA-KLS0647-2117698,0.9504,0.0496
HMA-KLS0652-2117715,0.9252,0.0748
HMA-KLS0662-2117700,0.9372,0.0628
HMA-KLS0676-2117735,0.9318,0.0682
HMA-KLS0762-2117712,0.9424,0.0576
HMA-KLS1016-2117701,0.937,0.063
HMA-KLS1017-2117720,0.9378,0.0622
HMA-KLS1020-2117696,0.941,0.059
HMA-KLS1379-3593334,0.9222,0.0778
HMA-KLS1416-3593319,0.9226,0.0774
HMA-KLS1421-3593374,0.9336,0.0664
HMA-VU46-2117754,0.9014,0.0986
HMA-KLS0798-2117733,0.9392,0.0608
HMA-KLS0799-2117731,0.9358,0.0642
HMA-KLS0801-2117727,0.9266,0.0734
HMA-KLS0808-2117740,0.9376,0.0624
HMA-KLS0813-2117730,0.9226,0.0774
HMA-KLS0898-2117745,0.9378,0.0622
HMA-KLS0913-2117749,0.9406,0.0594
HMA-KLS0933-2117744,0.934,0.066
HMA-KLS1514-3593378,0.938,0.062
HMA-KLS1522-3593369,0.9344,0.0656
HMA-KLS1538-3593349,0.9354,0.0646
HMA-KLS1553-3593325,0.9406,0.0594
HMA-KLS1554-3593316,0.9264,0.0736
HMA-SS170809_02-2117728,0.946,0.054
HMA-SS170812_01-2117751,0.9182,0.0818
HMA-SS170814_02-2117746,0.9084,0.0916
HMA-SS170818_01-2117748,0.887,0.113
HMA-SS170820_01-2117747,0.944,0.056
HMA-SS171024_01-2117723,0.9384,0.0616
HMA-VU55-2117702,0.9426,0.0574
HMA-VU61-2117705,0.9478,0.0522
HMA-KLS1692-4013432,0.9386,0.0614
HMA-KLS1694-4013434,0.944,0.056
HMA-KLS1697-4013437,0.936,0.064
HMA-KLS1699-4013439,0.9418,0.0582
HMA-KLS1703-4013443,0.9328,0.0672
HMA-KLS1705-4013445,0.9346,0.0654
HMA-R154981-2117752,0.9562,0.0438
HMA-WAM-R154978-2562207,0.919,0.081
HMA-WAM-R154980-2562264,0.9074,0.0926
HMA-WAM-R154981-2562169,0.9302,0.0698
HMA-WAMR154978-2117736,0.8096,0.1904
HMA-KLS1711-4013451,0.9414,0.0586
