,0,1,2,3
HMA-KLS0629-2117699,0.0292,0.943,0.001,0.0268
HMA-KLS0630-2117717,0.0302,0.9358,0.002,0.032
HMA-KLS0631-2117697,0.0348,0.9304,0.0002,0.0346
HMA-KLS0633-2117719,0.0362,0.9298,0.001,0.033
HMA-KLS0647-2117698,0.0294,0.9422,0.0006,0.0278
HMA-KLS0652-2117715,0.04,0.9216,0.0002,0.0382
HMA-KLS0662-2117700,0.0364,0.9334,0.0,0.0302
HMA-KLS0676-2117735,0.0392,0.9284,0.0,0.0324
HMA-KLS0762-2117712,0.0332,0.9338,0.0002,0.0328
HMA-KLS1016-2117701,0.0336,0.933,0.001,0.0324
HMA-KLS1017-2117720,0.0356,0.9306,0.0004,0.0334
HMA-KLS1020-2117696,0.0326,0.9354,0.001,0.031
HMA-KLS1379-3593334,0.0438,0.9176,0.0002,0.0384
HMA-KLS1416-3593319,0.0388,0.9226,0.0008,0.0378
HMA-KLS1421-3593374,0.0346,0.9298,0.001,0.0346
HMA-VU46-2117754,0.057,0.8945,0.0,0.0484
HMA-KLS0798-2117733,0.0334,0.9328,0.0004,0.0334
HMA-KLS0799-2117731,0.0362,0.9298,0.0008,0.0332
HMA-KLS0801-2117727,0.0364,0.9266,0.0004,0.0366
HMA-KLS0808-2117740,0.0356,0.9282,0.0,0.0362
HMA-KLS0813-2117730,0.0398,0.922,0.0008,0.0374
HMA-KLS0898-2117745,0.0306,0.9364,0.0016,0.0314
HMA-KLS0913-2117749,0.0304,0.939,0.0,0.0306
HMA-KLS0933-2117744,0.0352,0.9294,0.0006,0.0348
HMA-KLS1514-3593378,0.0318,0.9296,0.001,0.0376
HMA-KLS1522-3593369,0.0358,0.93,0.0002,0.034
HMA-KLS1538-3593349,0.0346,0.9304,0.0006,0.0344
HMA-KLS1553-3593325,0.0336,0.9336,0.0006,0.0322
HMA-KLS1554-3593316,0.0388,0.923,0.0006,0.0376
HMA-SS170809_02-2117728,0.0272,0.9414,0.001,0.0304
HMA-SS170812_01-2117751,0.0476,0.9126,0.0,0.0398
HMA-SS170814_02-2117746,0.0488,0.9064,0.0,0.0448
HMA-SS170818_01-2117748,0.0638,0.8887,0.0,0.0474
HMA-SS170820_01-2117747,0.0302,0.9384,0.001,0.0304
HMA-SS171024_01-2117723,0.034,0.9344,0.0006,0.031
HMA-VU55-2117702,0.0332,0.9342,0.0,0.0326
HMA-VU61-2117705,0.033,0.9402,0.0006,0.0262
HMA-KLS1692-4013432,0.0144,0.9196,0.0532,0.0128
HMA-KLS1694-4013434,0.0132,0.9312,0.0434,0.0122
HMA-KLS1697-4013437,0.0042,0.9172,0.0748,0.0038
HMA-KLS1699-4013439,0.007,0.9238,0.0618,0.0074
HMA-KLS1703-4013443,0.006,0.9072,0.081,0.0058
HMA-KLS1705-4013445,0.0104,0.9202,0.0588,0.0106
HMA-R154981-2117752,0.0,0.9226,0.0774,0.0
HMA-WAM-R154978-2562207,0.0356,0.9064,0.022,0.036
HMA-WAM-R154980-2562264,0.0432,0.8912,0.0242,0.0414
HMA-WAM-R154981-2562169,0.0008,0.898,0.1004,0.0008
HMA-WAMR154978-2117736,0.0652,0.7607,0.1072,0.067
HMA-KLS1711-4013451,0.015,0.9284,0.0428,0.0138
