,0,1
ALA-AL402-3991433,0.9003,0.0997
ALA-AL403-3991434,0.8924,0.1076
ALA-AL405-3991436,0.9003,0.0997
ALA-AL406-3991437,0.9056,0.0944
ALA-AL407-3991438,0.9048,0.0952
ALA-AL408-3991439,0.8948,0.1052
ALA-AL409-3991440,0.8428,0.1572
ALA-AL410-3991441,0.8999,0.1001
ALA-AL411-3991442,0.896,0.104
ALA-AL412-3991443,0.9024,0.0976
ALA-AL413-3991444,0.9004,0.0996
ALA-AL414-3991445,0.9004,0.0996
ALA-AL415-3991446,0.9,0.1
ALA-AL416-3991447,0.8951,0.1049
ALA-AL417-3991448,0.8972,0.1028
ALA-AL418-3991449,0.9029,0.0971
ALA-AL419-3991450,0.9002,0.0998
ALA-AL420-3991451,0.897,0.103
ALA-AL422-3991452,0.9012,0.0988
ALA-AL423-3991453,0.9001,0.0999
ALA-AL424-4013486,0.9019,0.0981
ALA-AL425-3991454,0.9002,0.0998
ALA-AL426-3991455,0.8964,0.1036
ALA-AL427-3991456,0.8984,0.1016
ALA-AL429-3991457,0.9007,0.0993
ALA-AL430-3991458,0.9004,0.0996
ALA-AL431-3991459,0.8976,0.1024
ALA-AL432-3991460,0.8996,0.1004
ALA-AL433-3991461,0.9022,0.0978
ALA-AL434-3991462,0.8957,0.1043
ALA-AL435-3991463,0.8968,0.1032
ALA-AL436-3991464,0.8995,0.1005
ALA-AL437-3991465,0.8895,0.1105
ALA-AL439-3991466,0.8992,0.1008
ALA-AL440-3991467,0.8964,0.1036
ALA-AL441-3991468,0.8993,0.1007
ALA-AL442-3991469,0.9,0.1
ALA-Al003-3991431,0.8952,0.1048
ALA-Al272-3991284,0.8962,0.1038
ALA-Al274-3991285,0.8995,0.1005
ALA-Al275-3991286,0.9017,0.0983
ALA-Al277-3991287,0.8995,0.1005
ALA-Al278-3991288,0.9,0.1
ALA-Al279-3991289,0.9021,0.0979
ALA-Al280-3991290,0.903,0.097
ALA-Al281-3991291,0.8993,0.1007
ALA-Al282-3991292,0.8999,0.1001
ALA-Al283-3991293,0.9004,0.0996
ALA-Al285-3991294,0.8957,0.1043
ALA-Al286-3991295,0.8977,0.1023
ALA-Al287-3991296,0.899,0.101
ALA-Al288-3991297,0.9003,0.0997
ALA-Al290-3991298,0.9004,0.0996
ALA-Al291-3991299,0.8956,0.1044
ALA-Al292-3991300,0.9022,0.0978
ALA-Al293-3991301,0.8972,0.1028
ALA-Al295-3991302,0.8965,0.1035
ALA-Al296-3991303,0.9151,0.0849
ALA-Al297-3991304,0.8319,0.1681
ALA-Al299-3991305,0.9053,0.0947
ALA-Al300-3991306,0.8976,0.1024
ALA-Al301-3991307,0.9062,0.0938
ALA-Al302-3991308,0.8995,0.1005
ALA-Al303-3991309,0.9047,0.0953
ALA-Al304-3991310,0.8968,0.1032
ALA-Al305-3991311,0.8997,0.1003
ALA-Al306-3991312,0.9215,0.0785
ALA-Al307-3991313,0.8971,0.1029
ALA-Al308-3991314,0.8993,0.1007
ALA-Al318-3991315,0.8977,0.1023
ALA-Al319-3991316,0.9006,0.0994
ALA-Al320-3991317,0.9021,0.0979
ALA-Al321-3991414,0.8986,0.1014
ALA-Al324-3991415,0.8981,0.1019
ALA-Al325-3991416,0.8976,0.1024
ALA-Al326-3991417,0.8983,0.1017
ALA-Al327-3991418,0.8995,0.1005
ALA-Al329-3991419,0.8989,0.1011
ALA-Al331-3991420,0.8995,0.1005
ALA-Al333-3991421,0.898,0.102
ALA-Al336-3991422,0.8995,0.1005
ALA-Al338-3991423,0.8994,0.1006
ALA-Al342-3991424,0.9003,0.0997
ALA-Al344-3991425,0.8982,0.1018
ALA-Al346-3991426,0.8994,0.1006
ALA-Al4-2562181,0.8996,0.1004
ALA-KLS1140-2892558,0.975,0.025
ALA-KLS1161-2892441,0.9968,0.0032
ALA-KLS1162-2892512,0.9964,0.0036
ALA-KLS1163-2892427,0.9968,0.0032
ALA-KLS1165-2892485,0.997,0.003
ALA-KLS1166-2892541,0.9868,0.0132
ALA-KLS1167-2892484,0.9986,0.0014
ALA-KLS1168-2892413,0.997,0.003
