,Nreps,lnPK,lnPPK,deltaK,estLnProbMean,estLnProbStdev
2,10,0.0,0.0,0.0,-54067.96,1134.2073798227746
3,10,1715.760000000002,2842.0000000000073,1.9975180980793008,-52352.2,1422.7655823157306
4,10,-1126.2400000000052,1913.780000000006,1.093183451647869,-53478.44,1750.6485275780262
5,10,787.5400000000009,0.0,0.0,-52690.9,1278.3981348199445
