,0,1
ALA-AL402-3991433,0.0015,0.9985
ALA-AL403-3991434,0.0032,0.9968
ALA-AL405-3991436,0.0044,0.9956
ALA-AL406-3991437,0.0062,0.9938
ALA-AL407-3991438,0.0017,0.9983
ALA-AL408-3991439,0.0085,0.9915
ALA-AL409-3991440,0.0089,0.9911
ALA-AL410-3991441,0.0018,0.9982
ALA-AL411-3991442,0.0064,0.9936
ALA-AL412-3991443,0.0017,0.9983
ALA-AL413-3991444,0.0019,0.9981
ALA-AL414-3991445,0.0013,0.9987
ALA-AL415-3991446,0.0019,0.9981
ALA-AL416-3991447,0.0041,0.9959
ALA-AL417-3991448,0.0047,0.9953
ALA-AL418-3991449,0.0012,0.9988
ALA-AL419-3991450,0.005,0.995
ALA-AL420-3991451,0.0057,0.9943
ALA-AL422-3991452,0.0035,0.9965
ALA-AL423-3991453,0.0034,0.9966
ALA-AL424-4013486,0.1867,0.8133
ALA-AL425-3991454,0.0022,0.9978
ALA-AL426-3991455,0.0019,0.9981
ALA-AL427-3991456,0.0022,0.9978
ALA-AL429-3991457,0.0019,0.9981
ALA-AL430-3991458,0.0039,0.9961
ALA-AL431-3991459,0.003,0.997
ALA-AL432-3991460,0.0011,0.9989
ALA-AL433-3991461,0.0009,0.9991
ALA-AL434-3991462,0.0034,0.9966
ALA-AL435-3991463,0.0031,0.9969
ALA-AL436-3991464,0.0016,0.9984
ALA-AL437-3991465,0.0197,0.9803
ALA-AL439-3991466,0.0036,0.9964
ALA-AL440-3991467,0.1164,0.8836
ALA-AL441-3991468,0.0079,0.9921
ALA-AL442-3991469,0.0017,0.9983
ALA-Al003-3991431,0.0045,0.9955
ALA-Al272-3991284,0.0025,0.9975
ALA-Al274-3991285,0.0024,0.9976
ALA-Al275-3991286,0.0059,0.9941
ALA-Al277-3991287,0.0029,0.9971
ALA-Al278-3991288,0.0031,0.9969
ALA-Al279-3991289,0.0032,0.9968
ALA-Al280-3991290,0.0041,0.9959
ALA-Al281-3991291,0.0026,0.9974
ALA-Al282-3991292,0.0034,0.9966
ALA-Al283-3991293,0.0071,0.9929
ALA-Al285-3991294,0.0047,0.9953
ALA-Al286-3991295,0.0056,0.9944
ALA-Al287-3991296,0.0015,0.9985
ALA-Al288-3991297,0.0031,0.9969
ALA-Al290-3991298,0.004,0.996
ALA-Al291-3991299,0.0078,0.9922
ALA-Al292-3991300,0.0023,0.9977
ALA-Al293-3991301,0.0052,0.9948
ALA-Al295-3991302,0.002,0.998
ALA-Al296-3991303,0.0021,0.9979
ALA-Al297-3991304,0.0164,0.9836
ALA-Al299-3991305,0.0027,0.9973
ALA-Al300-3991306,0.0494,0.9506
ALA-Al301-3991307,0.0024,0.9976
ALA-Al302-3991308,0.0027,0.9973
ALA-Al303-3991309,0.0034,0.9966
ALA-Al304-3991310,0.0045,0.9955
ALA-Al305-3991311,0.0052,0.9948
ALA-Al306-3991312,0.0018,0.9982
ALA-Al307-3991313,0.0029,0.9971
ALA-Al308-3991314,0.0054,0.9946
ALA-Al318-3991315,0.0039,0.9961
ALA-Al319-3991316,0.0014,0.9986
ALA-Al320-3991317,0.0011,0.9989
ALA-Al321-3991414,0.0019,0.9981
ALA-Al324-3991415,0.0022,0.9978
ALA-Al325-3991416,0.0302,0.9698
ALA-Al326-3991417,0.0066,0.9934
ALA-Al327-3991418,0.006,0.994
ALA-Al329-3991419,0.0038,0.9962
ALA-Al331-3991420,0.0031,0.9969
ALA-Al333-3991421,0.0034,0.9966
ALA-Al336-3991422,0.0031,0.9969
ALA-Al338-3991423,0.0016,0.9984
ALA-Al342-3991424,0.0014,0.9986
ALA-Al344-3991425,0.0038,0.9962
ALA-Al346-3991426,0.0039,0.9961
ALA-Al4-2562181,0.0042,0.9958
ALA-KLS1661-4013402,0.0083,0.9917
ALA-KLS1663-4013404,0.0072,0.9928
ALA-KLS1664-4013405,0.0112,0.9888
ALA-KLS1682-4013423,0.0076,0.9924
ALA-KLS1690-4013430,0.0137,0.9863
ALA-KLS1140-2892558,0.012,0.988
ALA-KLS1161-2892441,0.0053,0.9947
ALA-KLS1162-2892512,0.0093,0.9907
ALA-KLS1163-2892427,0.0076,0.9924
ALA-KLS1165-2892485,0.0052,0.9948
ALA-KLS1166-2892541,0.0053,0.9947
ALA-KLS1167-2892484,0.0094,0.9906
ALA-KLS1168-2892413,0.0067,0.9933
ALA-KLS1169-2892448,0.0596,0.9404
ALA-KLS1170-2892511,0.0129,0.9871
ALA-KLS1366-3593364,0.0067,0.9933
ALA-KLS1373-3593328,0.1125,0.8875
ALA-KLS1387-3593387,0.007,0.993
ALA-KLS1413-3593365,0.0038,0.9962
ALA-KLS1415-3593359,0.0185,0.9815
ALA-VU15-2892510,0.0094,0.9906
ALA-VU20-2892394,0.0066,0.9934
ALA-VU21-2892380,0.006,0.994
ALA-VU33-2892383,0.0399,0.9601
ALA-VU37-2892482,0.0107,0.9893
ALA-VU47-2892477,0.0042,0.9958
ALA-VU50-2892527,0.0094,0.9906
ALA-KLS0793-2892513,0.0045,0.9955
ALA-KLS0796-2892514,0.0123,0.9877
ALA-KLS0797-2892471,0.0098,0.9902
ALA-KLS0857-2892463,0.0122,0.9878
ALA-KLS0871-2892523,0.0196,0.9804
ALA-KLS0872-2892526,0.0061,0.9939
ALA-KLS1444-3593398,0.0115,0.9885
ALA-KLS1448-3593341,0.0125,0.9875
ALA-KLS1452-3593342,0.0086,0.9914
ALA-KLS1467-3593390,0.011,0.989
ALA-KLS1474-3593384,0.0078,0.9922
ALA-KLS1479-3593389,0.0067,0.9933
ALA-KLS1492-3593391,0.0071,0.9929
APO-KLS1002-2562146,0.0068,0.9932
ALA-MAGNT-R36654-2583996,0.449,0.551
ALA-R29880-2892521,0.495,0.505
ALA-R36967-2892426,0.545,0.455
ALA-R36974-2892437,0.6435,0.3565
ALA-R37003-2892459,0.4866,0.5134
ALA-R37010-2892460,0.6046,0.3954
ALA-R37025-2892461,0.563,0.437
ALA-R37027-2892458,0.5244,0.4756
ALA-R37032-2892401,0.512,0.488
ALA-R37034-2892486,0.431,0.569
ALA-R37101-2892544,0.4427,0.5573
ALA-R37113-2892490,0.6365,0.3635
ALA-R37116-2892470,0.4704,0.5296
ALA-R37122-2892464,0.5884,0.4116
ALA-R37128-2892424,0.5766,0.4234
ALA-R37140-2892462,0.4689,0.5311
ALA-VU121-2562122,0.0191,0.9809
ALA-VU130-2562201,0.1481,0.8519
ALA-VU132-2562114,0.0161,0.9839
ALA-NC_2019_217-2117818,0.6987,0.3013
ALA-NC_2019_247-2117816,0.6994,0.3006
ALA-NC_Jan2019_208-2562133,0.6992,0.3008
ALA-NC_Jan2019_213-2892489,0.6965,0.3035
ALA-NC_Jan2019_217-2892446,0.6986,0.3014
ALA-NC_Jan2019_227-2892537,0.6943,0.3057
ALA-NC_Jan2019_247-2892476,0.6996,0.3004
ALA-NC_Jan2019_253-3446972,0.7118,0.2882
ALA-NC_Jan2019_269-3446978,0.7112,0.2888
