Species,Region,file,num_seqs_Raw,num_seqs_Trimmed,sum_len_Raw,sum_len_Trimmed
Hydrophis major,Gulf of Carpentaria,HMA-R36982-2117760,1558329,1206726,129341307,62530066
Hydrophis major,Gulf of Carpentaria,HMA-R37037-2117765,1329279,1096883,110330157,60971893
Hydrophis major,Gulf of Carpentaria,HMA-R29873-2117819,1271155,1086400,105505865,60562118
Hydrophis major,Gulf of Carpentaria,HMA-R36660-2117840,1236641,1060511,102641203,60101762
Hydrophis major,Gulf of Carpentaria,HMA-R37004-2117761,1442317,1170886,119712311,60065067
Hydrophis major,Gulf of Carpentaria,HMA-R37031-2117764,1319827,1089589,109545641,59785833
Hydrophis major,Gulf of Carpentaria,HMA-R37031-2133031,1186525,1011014,98481575,57066952
Hydrophis major,Gulf of Carpentaria,HMA-R36656-2117844,1296129,1046143,107578707,56523640
Hydrophis major,Gulf of Carpentaria,HMA-R37023-2117763,1425583,1075526,118323389,56323614
Hydrophis major,Gulf of Carpentaria,HMA-R37138-2117766,1247137,1034758,103512371,56048967
Hydrophis major,Gulf of Carpentaria,HMA-R36496-2133034,1086286,982120,90161738,55895011
Hydrophis major,Gulf of Carpentaria,HMA-R37037-2133032,1052845,971639,87386135,55756938
Hydrophis major,Gulf of Carpentaria,HMA-R37138-2133033,1136227,1013807,94306841,55291868
Hydrophis major,Gulf of Carpentaria,HMA-R37005-2133029,1139017,997187,94538411,54317979
Hydrophis major,Gulf of Carpentaria,HMA-R29875-2117836,1245796,989771,103401068,54211832
Hydrophis major,Gulf of Carpentaria,HMA-J84471-2117859,1157016,982323,96032328,52581929
Hydrophis major,Gulf of Carpentaria,HMA-R36982-2133027,1222130,966929,101436790,50216828
Hydrophis major,Gulf of Carpentaria,HMA-R37004-2133028,1033210,913121,85756430,47917844
Hydrophis major,Gulf of Carpentaria,HMA-R37023-2133030,1144904,901121,95027032,46714506
Hydrophis major,Gulf_of_Carpentaria,HMA-Dm032-4019825,1307358,1178275,74640776,70416274
Hydrophis major,Mornington_Island,HMA-Dm018-3991507,1534846,1349297,92347028,86229775
Hydrophis major,Mornington_Island,HMA-Dm005-3991500,1411546,1269529,90463056,85313327
Hydrophis major,Mornington_Island,HMA-Dm014-3991505,1459426,1271445,86961368,80580547
Hydrophis major,Mornington_Island,HMA-Dm007-3991501,1327081,1186098,84141503,79004770
Hydrophis major,Mornington_Island,HMA-Dm004-3991499,1412025,1225368,83165873,76484243
Hydrophis major,Mornington_Island,HMA-Dm010-3991503,1527082,1292016,81063894,73527357
Hydrophis major,Mornington_Island,HMA-Dm011-3991504,1498784,1250546,80326045,72727449
Hydrophis major,Mornington_Island,HMA-Dm001-3991498,1147634,929014,81500005,69270368
Hydrophis major,New Caledonia,HMA-NC_174-2117743,1724696,1500218,143149768,85923417
Hydrophis major,New Caledonia,HMA-NC_173-2117703,1723488,1408448,143049504,79241568
Hydrophis major,New Caledonia,HMA-NC_169-2117729,1635923,1378799,135781609,75557548
Hydrophis major,New Caledonia,HMA-NC_181-2117711,1327342,1209436,110169386,71339642
Hydrophis major,New Caledonia,HMA-NC_180-2117713,1441794,1187918,119668902,67347573
Hydrophis major,New Caledonia,HMA-NC_179-2117695,1400701,1172444,116258183,66894095
Hydrophis major,New Caledonia,HMA-NC_166-2117725,1224764,1085213,101655412,60985373
Hydrophis major,New Caledonia,HMA-NC_189-2117710,1293074,1070024,107325142,58413807
Hydrophis major,New Caledonia,HMA-NC_167-2117726,1081313,980826,89748979,56762539
Hydrophis major,New Caledonia,HMA-NC_176-2117714,981455,842092,81460765,46595659
Hydrophis major,Pilbara,HMA-KLS1522-3593369,2327960,2167757,186267715,178957523
Hydrophis major,Pilbara,HMA-KLS1554-3593316,2229153,2078433,181772857,174901674
Hydrophis major,Pilbara,HMA-KLS1553-3593325,2143898,2023106,179561502,173268624
Hydrophis major,Pilbara,HMA-KLS1514-3593378,2152587,2019527,174064072,167802314
Hydrophis major,Pilbara,HMA-KLS1522-3593441,2095962,1953978,172439807,165791245
Hydrophis major,Pilbara,HMA-SS170809_02-2117728,1586933,1325339,131715439,72371807
Hydrophis major,Pilbara,HMA-SS171024_01-2117723,1496136,1257794,124179288,68928952
Hydrophis major,Pilbara,HMA-SS170812_01-2117751,1588544,1215319,131849152,64351893
Hydrophis major,Pilbara,HMA-SS170814_02-2117746,1432381,1160193,118887623,61549931
Hydrophis major,Pilbara,HMA-SS170820_01-2117747,1456030,1119256,120850490,59749840
Hydrophis major,Pilbara,HMA-SS170818_01-2117748,1143631,928650,94921373,50573886
Hydrophis major,Shark Bay,HMA-WAM-R154978-2562207,1602903,1450075,221200614,108580065
Hydrophis major,Shark Bay,HMA-WAM-R154981-2562169,1561918,1267031,215544684,88097876
Hydrophis major,Shark Bay,HMA-WAM-R154980-2562264,1272981,1074451,175671378,76766762
Hydrophis major,Shark Bay,HMA-WAM-R154978-2584005,1292684,1059628,178390392,74547913
Hydrophis major,Shark Bay,HMA-R154981-2117752,1696960,1309718,140847680,67856245
Hydrophis major,Shark Bay,HMA-WAMR154978-2117736,721543,495370,59888069,24139441
Hydrophis major,Shark_Bay,HMA-KLS1699-4013439,2111631,1960176,163446833,156680298
Hydrophis major,Shark_Bay,HMA-KLS1697-4013437,2012764,1888847,160987247,154743115
Hydrophis major,Shark_Bay,HMA-KLS1692-4013432,2044228,1907637,159981273,153536635
Hydrophis major,Shark_Bay,HMA-KLS1711-4013451,2046670,1895042,158921873,152321497
Hydrophis major,Shark_Bay,HMA-KLS1703-4013443,1946766,1821077,157195910,150285191
Hydrophis major,Shark_Bay,HMA-KLS1705-4013445,1979841,1848513,153655263,147466220
Hydrophis major,Shark_Bay,HMA-KLS1694-4013434,2026301,1861982,154152098,147042721
Hydrophis major,Weipa,HMA-Dm008-3991502,1125348,1005936,82083612,76267414
Hydrophis major,NA,HMA-KLS1538-3593349,2269152,2110824,181304444,174223866
Hydrophis major,NA,HMA-10-3991225,1497534,1325923,90236888,83882064
Hydrophis major,NA,HMA-Dm015-3991506,1351757,1191270,82761043,77126873
Hydrophis major,NA,HMA-Dm045_was_He078-4019826,957927,881989,73650728,70247806
Hydrophis major,NA,HMA-Dm029-4019824,1232849,1113057,71653149,67575422
Hydrophis major,NA,HMA-Dm028-3991509,1092086,987831,67706073,64273170
Hydrophis major,NA,HMA-MAGNT-R36643-2117742,1210613,1072959,100480879,61146576
Hydrophis stokesii,Ashmore,HST-As008-3991483,1530646,1302922,79536767,72840652
Hydrophis stokesii,Broome,HST-KLS1159-3593340,2239852,2098801,186841948,179155917
Hydrophis stokesii,Broome,HST-KLS1158-3593383,2257392,2099519,179316210,171780826
Hydrophis stokesii,Broome,HST-KLS1157-3593388,2141375,2004084,176329439,169133520
Hydrophis stokesii,Broome,HST-KLS1676-4013417,2090071,1955050,173356745,165078558
Hydrophis stokesii,Broome,HST-KLS1683-4013424,2158150,2008529,173362115,165034351
Hydrophis stokesii,Broome,HST-KLS1668-4013409,2156914,1981713,166579279,157881268
Hydrophis stokesii,Broome,HST-KLS1686-4013427,2198629,2021698,164455058,156360765
Hydrophis stokesii,Broome,HST-KLS1673-4013414,2184359,2008000,164763126,155884761
Hydrophis stokesii,Broome,HST-KLS1678-4013419,2064220,1913250,162195807,154881625
Hydrophis stokesii,Broome,HST-KLS1669-4013410,2029807,1887888,160412296,153646442
Hydrophis stokesii,Broome,HST-KLS1667-4013408,2096869,1947111,159870014,152519072
Hydrophis stokesii,Broome,HST-KLS1666-4013407,2058011,1900259,159358897,151874308
Hydrophis stokesii,Broome,HST-KLS1671-4013412,2084350,1923973,159813222,151758016
Hydrophis stokesii,Broome,HST-KLS1675-4013416,2158719,1988813,160501297,151276117
Hydrophis stokesii,Broome,HST-KLS1677-4013418,1987293,1852569,157138701,150228434
Hydrophis stokesii,Broome,HST-KLS1665-4013406,2106656,1923536,158980849,150015920
Hydrophis stokesii,Broome,HST-KLS1670-4013411,2073775,1906556,159433590,149540335
Hydrophis stokesii,Broome,HST-KLS1674-4013415,2080886,1910581,156407262,148611022
Hydrophis stokesii,Broome,HST-KLS1680-4013421,2168732,1949922,159126768,147480353
Hydrophis stokesii,Broome,HST-KLS1689-4013429,2090629,1909215,156323594,147381392
Hydrophis stokesii,Broome,HST-KLS1679-4013420,2052158,1887635,154002165,146338254
Hydrophis stokesii,Broome,HST-KLS1684-4013425,2102796,1935626,151149498,143431988
Hydrophis stokesii,Broome,HST-KLS1681-4013422,2102749,1918707,151233717,143189579
Hydrophis stokesii,Broome,HST-KLS1691-4013431,2041014,1868636,149956593,142215950
Hydrophis stokesii,Broome,HST-KLS1685-4013426,2018629,1846398,149383831,141518677
Hydrophis stokesii,Broome,HST-KLS1688-4013428,2037578,1829830,146061337,136507069
Hydrophis stokesii,Broome,HST-KLS1662-4013403,1806498,1666723,140413106,133861259
Hydrophis stokesii,Broome,HST-KLS0636-2562216,1556895,1391780,214851510,111003847
Hydrophis stokesii,Broome,HST-KLS0634-2892478,1432515,1285552,197687070,106479761
Hydrophis stokesii,Broome,HST-KLS0528-2892531,1486271,1274835,205105398,101566296
Hydrophis stokesii,Broome,HST-KLS0682-2892504,1491848,1269675,205875024,100053987
Hydrophis stokesii,Broome,HST-KLS0677-2892491,1480980,1253920,204375240,98987815
Hydrophis stokesii,Broome,HST-KLS0566-2892525,1458635,1267771,201291630,98882772
Hydrophis stokesii,Broome,HST-KLS0687-2892451,1373443,1217148,189535134,98665129
Hydrophis stokesii,Broome,HST-KLS0679-2892438,1480528,1262502,204312864,98453340
Hydrophis stokesii,Broome,HST-KLS0675-2892455,1422104,1246979,196250352,98303346
Hydrophis stokesii,Broome,HST-KLS0678-2892468,1367500,1234674,188715000,97850235
Hydrophis stokesii,Broome,HST-KLS0527-2892409,1307776,1182458,180473088,97742301
Hydrophis stokesii,Broome,HST-KLS0680-2892474,1495278,1263343,206348364,97307611
Hydrophis stokesii,Broome,HST-KLS0686-2892505,1454862,1244034,200770956,96389881
Hydrophis stokesii,Broome,HST-KLS0573-2892480,1544501,1289074,213141138,95945670
Hydrophis stokesii,Broome,HST-KLS0490-2892593,1250840,1142535,172615920,94916156
Hydrophis stokesii,Broome,HST-KLS0681-2892443,1382339,1219075,190762782,94727407
Hydrophis stokesii,Broome,HST-KLS0677-2892586,1155750,1076975,159493500,94634412
Hydrophis stokesii,Broome,HST-KLS0635-2562180,1297878,1142060,179107164,90945068
Hydrophis stokesii,Broome,HST-KLS0490-2892498,1414500,1216857,195201000,90230517
Hydrophis stokesii,Broome,HST-KLS0604-2892450,1445294,1247664,199450572,88352896
Hydrophis stokesii,Broome,HST-KLS0660-2892454,1480854,1254117,204357852,85457917
Hydrophis stokesii,Dampier Peninsula,HST-KLS1385-3593310,2396387,2229768,194523742,186160683
Hydrophis stokesii,Dampier Peninsula,HST-KLS1371-3593312,2392187,2210813,192709353,184155000
Hydrophis stokesii,Dampier Peninsula,HST-KLS1419-3593306,2300177,2126798,189977631,179730888
Hydrophis stokesii,Dampier Peninsula,HST-KLS1372-3593318,2241853,2105307,184751716,177400189
Hydrophis stokesii,Dampier Peninsula,HST-KLS1384-3593379,2221506,2068701,184797602,176623611
Hydrophis stokesii,Dampier Peninsula,HST-KLS1370-3593333,2254611,2107433,184408062,176492413
Hydrophis stokesii,Dampier Peninsula,HST-KLS1429-3593311,2195767,2059553,183310685,175717472
Hydrophis stokesii,Dampier Peninsula,HST-KLS1424-3593329,2221976,2074400,183461634,175709417
Hydrophis stokesii,Dampier Peninsula,HST-KLS1420-3593353,2280567,2121539,184506702,175689102
Hydrophis stokesii,Dampier Peninsula,HST-KLS1367-3593339,2308491,2137133,183308939,175047230
Hydrophis stokesii,Dampier Peninsula,HST-KLS1414-3593346,2147540,2015303,177990618,170786584
Hydrophis stokesii,Dampier Peninsula,HST-KLS1380-3593381,2141567,2014018,175910253,168677471
Hydrophis stokesii,Dampier Peninsula,HST-KLS1417-3593370,2170197,2011897,171984940,164315569
Hydrophis stokesii,Dampier Peninsula,HST-KLS1369-3593347,2111894,1972438,172067288,163805235
Hydrophis stokesii,Dampier Peninsula,HST-KLS1418-3593309,2117057,1964791,169721109,161994180
Hydrophis stokesii,Dampier Peninsula,HST-KLS1412-3593322,2109311,1988378,167863503,161037581
Hydrophis stokesii,Dampier Peninsula,HST-KLS1422-3593399,2202670,2005673,167919383,158850828
Hydrophis stokesii,Dampier Peninsula,HST-KLS1417-3593442,2021531,1885083,165458115,158485613
Hydrophis stokesii,Dampier Peninsula,HST-VU38-2892414,1436988,1283826,198304344,105582432
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1204-3593361,2292546,2128651,184749117,176606011
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1206-3593330,2133151,2014296,180379679,173817148
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1204-3593433,2031380,1898302,168097022,160966063
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1204-2892421,1472529,1277217,203209002,104061820
Hydrophis stokesii,Eighty Mile Beach,HST-SS170820-02-2892469,1419016,1272831,195824208,103116058
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1206-2892416,1389594,1232735,191763972,99976520
Hydrophis stokesii,Eighty Mile Beach,HST-KLS1227-2892412,1307817,1156495,180478746,95923011
Hydrophis stokesii,Exmouth Gulf,HST-KLS0883-2892509,1525159,1382383,210471942,111076709
Hydrophis stokesii,Exmouth Gulf,HST-KLS0795-2892379,1531517,1356222,211349346,110979706
Hydrophis stokesii,Exmouth Gulf,HST-KLS0843-2892452,1578535,1378776,217837830,109791892
Hydrophis stokesii,Exmouth Gulf,HST-KLS0983-2892406,1476100,1335847,203701800,109540955
Hydrophis stokesii,Exmouth Gulf,HST-KLS0858-2892456,1336927,1242115,184495926,106069892
Hydrophis stokesii,Exmouth Gulf,HST-KLS0923-2892400,1341673,1246776,185150874,104927049
Hydrophis stokesii,Exmouth Gulf,HST-KLS0896-2892403,1415907,1289160,195395166,104826271
Hydrophis stokesii,Exmouth Gulf,HST-KLS0886-2892390,1661401,1437419,229273338,104073944
Hydrophis stokesii,Exmouth Gulf,HST-KLS0804-2892392,1421976,1267411,196232688,100770564
Hydrophis stokesii,Exmouth Gulf,HST-KLS0794-2562199,1314566,1192238,181410108,99629578
Hydrophis stokesii,Exmouth Gulf,HST-KLS1274-2892410,1341702,1182545,185154876,98861337
Hydrophis stokesii,Exmouth Gulf,HST-KLS0938-2892388,1284408,1174122,177248304,98675099
Hydrophis stokesii,Exmouth Gulf,HST-KLS0986-2892407,1373996,1183983,189611448,94361218
Hydrophis stokesii,Exmouth Gulf,HST-KLS1273-2892431,1237625,1096093,170792250,89726666
Hydrophis stokesii,Exmouth Gulf,HST-KLS0897-2892551,1507384,1196121,208018992,86606625
Hydrophis stokesii,Exmouth Gulf,HST-KLS0795-2894769,952934,906721,131504892,84280941
Hydrophis stokesii,Exmouth Gulf,HST-KLS0938-2892578,907836,874181,125281368,83884569
Hydrophis stokesii,Exmouth Gulf,HST-KLS0795-2892569,928908,886618,128189304,83254235
Hydrophis stokesii,Exmouth Gulf,HST-KLS0941-2892545,1273447,1054370,175735686,77726040
Hydrophis stokesii,Exmouth Gulf,HST-KLS0938-2894770,821441,777182,113358858,73245884
Hydrophis stokesii,Exmouth Gulf,HST-KLS0847-2892542,1396476,1138593,192713688,68824988
Hydrophis stokesii,Exmouth Gulf,HST-KLS0897-2894762,709826,648630,97955988,52693388
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As007-3991482,1455735,1285389,88277515,82613668
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As011-3991486,1661721,1430244,86561600,79668876
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As005-3991480,1235926,1085462,86207867,78756459
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As004-3991479,1230740,1089703,84813232,78057436
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As010-3991485,1540675,1326185,81944855,75381541
Hydrophis stokesii,Gulf_of_Carpentaria,HST-As006-3991481,1411139,1223960,80813508,75151816
Hydrophis stokesii,Heywood Shoal,HST-VU116-2892391,1311241,1212240,180951258,103164165
Hydrophis stokesii,Heywood Shoal,HST-VU143-2892418,1423609,1230784,196458042,98492082
Hydrophis stokesii,Heywood Shoal,HST-VU135-2892457,1287386,1133671,177659268,95228371
Hydrophis stokesii,Heywood Shoal,HST-VU127-2562116,1485858,1252409,205048404,94067973
Hydrophis stokesii,Heywood Shoal,HST-VU141-2562238,1139014,1011696,157183932,81283933
Hydrophis stokesii,Hibernia Reef,HST-KLS0362-2562256,1331450,722927,183740100,52921217
Hydrophis stokesii,Hibernia Reef,HST-KLS0360-2562274,1419725,645129,195922050,40673869
Hydrophis stokesii,Hibernia Reef,HST-KLS0360-2584024,1398554,593376,193000452,36593413
Hydrophis stokesii,Pilbara,HST-KLS1515-3593385,2257188,2129847,182090600,174991361
Hydrophis stokesii,Pilbara,HST-KLS1517-3593427,2132734,2024381,180435096,173930813
Hydrophis stokesii,Pilbara,HST-KLS1528-3593321,2212821,2073336,180102016,173147033
Hydrophis stokesii,Pilbara,HST-KLS1556-3593324,2195597,2049260,178973973,171426093
Hydrophis stokesii,Pilbara,HST-KLS1544-3593344,2181050,2043848,177675405,170481497
Hydrophis stokesii,Pilbara,HST-KLS1517-3593355,2211222,2062903,176459761,169225762
Hydrophis stokesii,Pilbara,HST-KLS1541-3593313,2204755,2012501,162621142,154421546
Hydrophis stokesii,Pilbara,HST-KLS1182-2892449,1651319,1463023,227882022,120156371
Hydrophis stokesii,Pilbara,HST-SS170814-01-2562208,1533043,1351979,211559934,108539202
Hydrophis stokesii,Pilbara,HST-KLS1173-2892444,1403044,1249675,193620072,102721613
Hydrophis stokesii,Pilbara,HST-KLS1200-2892434,1309794,1185744,180751572,97193066
Hydrophis stokesii,Pilbara,HST-KLS0559-2892567,1172650,1099728,161825700,94537448
Hydrophis stokesii,Pilbara,HST-KLS0559-2892377,1418578,1212456,195763764,93215161
Hydrophis stokesii,Pilbara,HST-SS170814-01-2584010,1135655,1028278,156720390,79836552
Hydrophis stokesii,SULAWESI SELATAN,HST-MT215-2892384,1329111,1251445,183417318,103340681
Hydrophis stokesii,SULAWESI SELATAN,HST-MW04720-2562110,1530045,1316869,211146210,97940029
Hydrophis stokesii,SULAWESI SELATAN,HST-MW04726-2562119,1545285,1321383,213249330,90581543
Hydrophis stokesii,SULAWESI SELATAN,HST-MW04726-2583998,1228100,1034086,169477800,71601388
Hydrophis stokesii,SULAWESI SELATAN,HST-MT177-2892428,880848,815733,121557024,65704870
Hydrophis stokesii,Weipa,HST-MW04488-2562113,1368516,1201118,188855208,90609615
Hydrophis stokesii,NA,HST-As012-3991487,1362321,1202396,86786739,81150158
Hydrophis stokesii,NA,HST-As009-3991484,1382062,1205741,83943551,78161062
Hydrophis stokesii,NA,HST-J82337-2562260,1413075,864695,195004350,65841772
