file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
HMA-KLS1016-2117701.fastq.gz	FASTQ	DNA	1047903	58884765	25	56.2	68
HMA-KLS1017-2117720.fastq.gz	FASTQ	DNA	1358484	78728758	25	58.0	68
HMA-KLS1020-2117696.fastq.gz	FASTQ	DNA	1170570	66320852	25	56.7	68
HMA-KLS1379-3593334.fastq.gz	FASTQ	DNA	2122484	174153738	25	82.1	124
HMA-KLS1416-3593319.fastq.gz	FASTQ	DNA	2197869	181751654	25	82.7	126
HMA-KLS1421-3593374.fastq.gz	FASTQ	DNA	2122471	176101958	25	83.0	128
HMA-KLS1514-3593378.fastq.gz	FASTQ	DNA	2019527	167802314	25	83.1	124
HMA-KLS1522-3593369.fastq.gz	FASTQ	DNA	2167757	178957523	25	82.6	124
HMA-KLS1522-3593441.fastq.gz	FASTQ	DNA	1953978	165791245	25	84.8	126
HMA-KLS1538-3593349.fastq.gz	FASTQ	DNA	2110824	174223866	25	82.5	124
HMA-KLS1553-3593325.fastq.gz	FASTQ	DNA	2023106	173268624	25	85.6	128
HMA-KLS1554-3593316.fastq.gz	FASTQ	DNA	2078433	174901674	25	84.2	124
HMA-KLS1692-4013432.fastq.gz	FASTQ	DNA	1907637	153536635	25	80.5	127
HMA-KLS1694-4013434.fastq.gz	FASTQ	DNA	1861982	147042721	25	79.0	127
HMA-KLS1697-4013437.fastq.gz	FASTQ	DNA	1888847	154743115	25	81.9	127
HMA-KLS1699-4013439.fastq.gz	FASTQ	DNA	1960176	156680298	25	79.9	125
HMA-KLS1703-4013443.fastq.gz	FASTQ	DNA	1821077	150285191	25	82.5	126
HMA-KLS1705-4013445.fastq.gz	FASTQ	DNA	1848513	147466220	25	79.8	124
HMA-MAGNT-R36643-2117742.fastq.gz	FASTQ	DNA	1072959	61146576	25	57.0	68
HMA-NC_166-2117725.fastq.gz	FASTQ	DNA	1085213	60985373	25	56.2	68
HMA-NC_167-2117726.fastq.gz	FASTQ	DNA	980826	56762539	25	57.9	68
HMA-NC_169-2117729.fastq.gz	FASTQ	DNA	1378799	75557548	25	54.8	68
HMA-NC_173-2117703.fastq.gz	FASTQ	DNA	1408448	79241568	25	56.3	68
HMA-NC_174-2117743.fastq.gz	FASTQ	DNA	1500218	85923417	25	57.3	68
HMA-NC_176-2117714.fastq.gz	FASTQ	DNA	842092	46595659	25	55.3	68
HMA-NC_179-2117695.fastq.gz	FASTQ	DNA	1172444	66894095	25	57.1	68
HMA-NC_180-2117713.fastq.gz	FASTQ	DNA	1187918	67347573	25	56.7	68
HMA-NC_181-2117711.fastq.gz	FASTQ	DNA	1209436	71339642	25	59.0	68
HMA-NC_189-2117710.fastq.gz	FASTQ	DNA	1070024	58413807	25	54.6	68
HMA-R154981-2117752.fastq.gz	FASTQ	DNA	1309718	67856245	25	51.8	68
HMA-R29873-2117819.fastq.gz	FASTQ	DNA	1086400	60562118	25	55.7	68
HMA-R29875-2117836.fastq.gz	FASTQ	DNA	989771	54211832	25	54.8	68
HMA-R36496-2117767.fastq.gz	FASTQ	DNA	1382610	78863846	25	57.0	68
HMA-R36496-2133034.fastq.gz	FASTQ	DNA	982120	55895011	25	56.9	68
HMA-R36640-2117798.fastq.gz	FASTQ	DNA	1135791	62838749	25	55.3	68
HMA-R36656-2117844.fastq.gz	FASTQ	DNA	1046143	56523640	25	54.0	68
HMA-R36660-2117840.fastq.gz	FASTQ	DNA	1060511	60101762	25	56.7	68
HMA-R36982-2117760.fastq.gz	FASTQ	DNA	1206726	62530066	25	51.8	68
HMA-R36982-2133027.fastq.gz	FASTQ	DNA	966929	50216828	25	51.9	68
HMA-R37004-2117761.fastq.gz	FASTQ	DNA	1170886	60065067	25	51.3	68
HMA-R37004-2133028.fastq.gz	FASTQ	DNA	913121	47917844	25	52.5	68
HMA-R37005-2117762.fastq.gz	FASTQ	DNA	1266584	67532923	25	53.3	68
HMA-R37005-2133029.fastq.gz	FASTQ	DNA	997187	54317979	25	54.5	68
HMA-R37023-2117763.fastq.gz	FASTQ	DNA	1075526	56323614	25	52.4	68
HMA-R37023-2133030.fastq.gz	FASTQ	DNA	901121	46714506	25	51.8	68
HMA-R37031-2117764.fastq.gz	FASTQ	DNA	1089589	59785833	25	54.9	68
HMA-R37031-2133031.fastq.gz	FASTQ	DNA	1011014	57066952	25	56.4	68
HMA-R37037-2117765.fastq.gz	FASTQ	DNA	1096883	60971893	25	55.6	68
HMA-R37037-2133032.fastq.gz	FASTQ	DNA	971639	55756938	25	57.4	68
HMA-R37138-2117766.fastq.gz	FASTQ	DNA	1034758	56048967	25	54.2	68
HMA-R37138-2133033.fastq.gz	FASTQ	DNA	1013807	55291868	25	54.5	68
HMA-SS170809_02-2117728.fastq.gz	FASTQ	DNA	1325339	72371807	25	54.6	68
HMA-SS170812_01-2117751.fastq.gz	FASTQ	DNA	1215319	64351893	25	53.0	68
HMA-SS170814_02-2117746.fastq.gz	FASTQ	DNA	1160193	61549931	25	53.1	68
HMA-SS170818_01-2117748.fastq.gz	FASTQ	DNA	928650	50573886	25	54.5	68
HMA-SS170820_01-2117747.fastq.gz	FASTQ	DNA	1119256	59749840	25	53.4	68
HMA-SS171024_01-2117723.fastq.gz	FASTQ	DNA	1257794	68928952	25	54.8	68
HMA-VU46-2117754.fastq.gz	FASTQ	DNA	933753	48928565	25	52.4	68
HMA-VU55-2117702.fastq.gz	FASTQ	DNA	981930	55657347	25	56.7	68
HMA-VU61-2117705.fastq.gz	FASTQ	DNA	1265691	71671571	25	56.6	68
HMA-WAMR154978-2117736.fastq.gz	FASTQ	DNA	495370	24139441	25	48.7	68
HMA-WAM-R154978-2562207.fastq.gz	FASTQ	DNA	1450075	108580065	25	74.9	123
HMA-WAM-R154978-2584005.fastq.gz	FASTQ	DNA	1059628	74547913	25	70.4	123
HMA-WAM-R154980-2562264.fastq.gz	FASTQ	DNA	1074451	76766762	25	71.4	123
HMA-WAM-R154981-2562169.fastq.gz	FASTQ	DNA	1267031	88097876	25	69.5	123
HST-As004-3991479.fastq.gz	FASTQ	DNA	1089703	78057436	25	71.6	125
HST-As005-3991480.fastq.gz	FASTQ	DNA	1085462	78756459	25	72.6	125
HST-As006-3991481.fastq.gz	FASTQ	DNA	1223960	75151816	25	61.4	124
HST-As007-3991482.fastq.gz	FASTQ	DNA	1285389	82613668	25	64.3	128
HST-As008-3991483.fastq.gz	FASTQ	DNA	1302922	72840652	25	55.9	126
HST-As009-3991484.fastq.gz	FASTQ	DNA	1205741	78161062	25	64.8	124
HST-As010-3991485.fastq.gz	FASTQ	DNA	1326185	75381541	25	56.8	124
HST-As011-3991486.fastq.gz	FASTQ	DNA	1430244	79668876	25	55.7	128
HST-As012-3991487.fastq.gz	FASTQ	DNA	1202396	81150158	25	67.5	126
HST-J82337-2562260.fastq.gz	FASTQ	DNA	864695	65841772	25	76.1	123
HST-KLS0360-2562274.fastq.gz	FASTQ	DNA	645129	40673869	25	63.0	123
HST-KLS0360-2584024.fastq.gz	FASTQ	DNA	593376	36593413	25	61.7	123
HST-KLS0362-2562256.fastq.gz	FASTQ	DNA	722927	52921217	25	73.2	123
HST-KLS0490-2892498.fastq.gz	FASTQ	DNA	1216857	90230517	25	74.2	123
HST-KLS0490-2892593.fastq.gz	FASTQ	DNA	1142535	94916156	25	83.1	123
HST-KLS0527-2892409.fastq.gz	FASTQ	DNA	1182458	97742301	25	82.7	123
HST-KLS0528-2892531.fastq.gz	FASTQ	DNA	1274835	101566296	25	79.7	123
HST-KLS0559-2892377.fastq.gz	FASTQ	DNA	1212456	93215161	25	76.9	123
HST-KLS0559-2892567.fastq.gz	FASTQ	DNA	1099728	94537448	25	86.0	123
HST-KLS0566-2892525.fastq.gz	FASTQ	DNA	1267771	98882772	25	78.0	123
HST-KLS0573-2892480.fastq.gz	FASTQ	DNA	1289074	95945670	25	74.4	123
HST-KLS0604-2892450.fastq.gz	FASTQ	DNA	1247664	88352896	25	70.8	123
HST-KLS0634-2892478.fastq.gz	FASTQ	DNA	1285552	106479761	25	82.8	123
HST-KLS0635-2562180.fastq.gz	FASTQ	DNA	1142060	90945068	25	79.6	123
HST-KLS0636-2562216.fastq.gz	FASTQ	DNA	1391780	111003847	25	79.8	123
HST-KLS0660-2892454.fastq.gz	FASTQ	DNA	1254117	85457917	25	68.1	123
HST-KLS0675-2892455.fastq.gz	FASTQ	DNA	1246979	98303346	25	78.8	123
HST-KLS0677-2892491.fastq.gz	FASTQ	DNA	1253920	98987815	25	78.9	123
HST-KLS0677-2892586.fastq.gz	FASTQ	DNA	1076975	94634412	25	87.9	123
HST-KLS0678-2892468.fastq.gz	FASTQ	DNA	1234674	97850235	25	79.3	123
HST-KLS0679-2892438.fastq.gz	FASTQ	DNA	1262502	98453340	25	78.0	123
HST-KLS0680-2892474.fastq.gz	FASTQ	DNA	1263343	97307611	25	77.0	123
HST-KLS0681-2892443.fastq.gz	FASTQ	DNA	1219075	94727407	25	77.7	123
HST-KLS0682-2892504.fastq.gz	FASTQ	DNA	1269675	100053987	25	78.8	123
HST-KLS0686-2892505.fastq.gz	FASTQ	DNA	1244034	96389881	25	77.5	123
HST-KLS0687-2892451.fastq.gz	FASTQ	DNA	1217148	98665129	25	81.1	123
HST-KLS0794-2562199.fastq.gz	FASTQ	DNA	1192238	99629578	25	83.6	123
HST-KLS0795-2892379.fastq.gz	FASTQ	DNA	1356222	110979706	25	81.8	123
HST-KLS0795-2892569.fastq.gz	FASTQ	DNA	886618	83254235	25	93.9	123
HST-KLS0795-2894769.fastq.gz	FASTQ	DNA	906721	84280941	25	93.0	123
HST-KLS0804-2892392.fastq.gz	FASTQ	DNA	1267411	100770564	25	79.5	123
HST-KLS0843-2892452.fastq.gz	FASTQ	DNA	1378776	109791892	25	79.6	123
HST-KLS0847-2892542.fastq.gz	FASTQ	DNA	1138593	68824988	25	60.4	123
HST-KLS0858-2892456.fastq.gz	FASTQ	DNA	1242115	106069892	25	85.4	123
HST-KLS0886-2892390.fastq.gz	FASTQ	DNA	1437419	104073944	25	72.4	123
HST-KLS0896-2892403.fastq.gz	FASTQ	DNA	1289160	104826271	25	81.3	123
HST-KLS0897-2892551.fastq.gz	FASTQ	DNA	1196121	86606625	25	72.4	123
HST-KLS0897-2894762.fastq.gz	FASTQ	DNA	648630	52693388	25	81.2	123
HST-KLS0923-2892400.fastq.gz	FASTQ	DNA	1246776	104927049	25	84.2	123
HST-KLS0938-2892388.fastq.gz	FASTQ	DNA	1174122	98675099	25	84.0	123
HST-KLS0938-2892578.fastq.gz	FASTQ	DNA	874181	83884569	25	96.0	123
HST-KLS0938-2894770.fastq.gz	FASTQ	DNA	777182	73245884	25	94.2	123
HST-KLS0941-2892545.fastq.gz	FASTQ	DNA	1054370	77726040	25	73.7	123
HST-KLS0983-2892406.fastq.gz	FASTQ	DNA	1335847	109540955	25	82.0	123
HST-KLS0986-2892407.fastq.gz	FASTQ	DNA	1183983	94361218	25	79.7	123
HST-KLS1157-3593388.fastq.gz	FASTQ	DNA	2004084	169133520	25	84.4	126
HST-KLS1158-3593383.fastq.gz	FASTQ	DNA	2099519	171780826	25	81.8	124
HST-KLS1159-3593340.fastq.gz	FASTQ	DNA	2098801	179155917	25	85.4	128
HST-KLS1173-2892444.fastq.gz	FASTQ	DNA	1249675	102721613	25	82.2	123
HST-KLS1182-2892449.fastq.gz	FASTQ	DNA	1463023	120156371	25	82.1	123
HST-KLS1200-2892434.fastq.gz	FASTQ	DNA	1185744	97193066	25	82.0	123
HST-KLS1204-2892421.fastq.gz	FASTQ	DNA	1277217	104061820	25	81.5	123
HST-KLS1204-3593361.fastq.gz	FASTQ	DNA	2128651	176606011	25	83.0	128
HST-KLS1204-3593433.fastq.gz	FASTQ	DNA	1898302	160966063	25	84.8	126
HST-KLS1206-2892416.fastq.gz	FASTQ	DNA	1232735	99976520	25	81.1	123
HST-KLS1206-3593330.fastq.gz	FASTQ	DNA	2014296	173817148	25	86.3	124
HST-KLS1227-2892412.fastq.gz	FASTQ	DNA	1156495	95923011	25	82.9	123
HST-KLS1273-2892431.fastq.gz	FASTQ	DNA	1096093	89726666	25	81.9	123
HST-KLS1274-2892410.fastq.gz	FASTQ	DNA	1182545	98861337	25	83.6	123
HST-KLS1367-3593339.fastq.gz	FASTQ	DNA	2137133	175047230	25	81.9	124
HST-KLS1369-3593347.fastq.gz	FASTQ	DNA	1972438	163805235	25	83.0	125
HST-KLS1370-3593333.fastq.gz	FASTQ	DNA	2107433	176492413	25	83.7	128
HST-KLS1371-3593312.fastq.gz	FASTQ	DNA	2210813	184155000	25	83.3	124
HST-KLS1372-3593318.fastq.gz	FASTQ	DNA	2105307	177400189	25	84.3	128
HST-KLS1380-3593381.fastq.gz	FASTQ	DNA	2014018	168677471	25	83.8	124
HST-KLS1384-3593379.fastq.gz	FASTQ	DNA	2068701	176623611	25	85.4	126
HST-KLS1385-3593310.fastq.gz	FASTQ	DNA	2229768	186160683	25	83.5	125
HST-KLS1412-3593322.fastq.gz	FASTQ	DNA	1988378	161037581	25	81.0	124
HST-KLS1414-3593346.fastq.gz	FASTQ	DNA	2015303	170786584	25	84.7	124
HST-KLS1417-3593370.fastq.gz	FASTQ	DNA	2011897	164315569	25	81.7	126
HST-KLS1417-3593442.fastq.gz	FASTQ	DNA	1885083	158485613	25	84.1	124
HST-KLS1418-3593309.fastq.gz	FASTQ	DNA	1964791	161994180	25	82.4	126
HST-KLS1419-3593306.fastq.gz	FASTQ	DNA	2126798	179730888	25	84.5	126
HST-KLS1420-3593353.fastq.gz	FASTQ	DNA	2121539	175689102	25	82.8	126
HST-KLS1422-3593399.fastq.gz	FASTQ	DNA	2005673	158850828	25	79.2	125
HST-KLS1424-3593329.fastq.gz	FASTQ	DNA	2074400	175709417	25	84.7	125
HST-KLS1429-3593311.fastq.gz	FASTQ	DNA	2059553	175717472	25	85.3	124
HST-KLS1515-3593385.fastq.gz	FASTQ	DNA	2129847	174991361	25	82.2	124
HST-KLS1517-3593355.fastq.gz	FASTQ	DNA	2062903	169225762	25	82.0	124
HST-KLS1517-3593427.fastq.gz	FASTQ	DNA	2024381	173930813	25	85.9	126
HST-KLS1528-3593321.fastq.gz	FASTQ	DNA	2073336	173147033	25	83.5	126
HST-KLS1541-3593313.fastq.gz	FASTQ	DNA	2012501	154421546	25	76.7	125
HST-KLS1544-3593344.fastq.gz	FASTQ	DNA	2043848	170481497	25	83.4	124
HST-KLS1556-3593324.fastq.gz	FASTQ	DNA	2049260	171426093	25	83.7	124
HST-KLS1662-4013403.fastq.gz	FASTQ	DNA	1666723	133861259	25	80.3	126
HST-KLS1665-4013406.fastq.gz	FASTQ	DNA	1923536	150015920	25	78.0	125
HST-KLS1666-4013407.fastq.gz	FASTQ	DNA	1900259	151874308	25	79.9	128
HST-KLS1667-4013408.fastq.gz	FASTQ	DNA	1947111	152519072	25	78.3	124
HST-KLS1668-4013409.fastq.gz	FASTQ	DNA	1981713	157881268	25	79.7	128
HST-KLS1669-4013410.fastq.gz	FASTQ	DNA	1887888	153646442	25	81.4	126
HST-KLS1670-4013411.fastq.gz	FASTQ	DNA	1906556	149540335	25	78.4	124
HST-KLS1671-4013412.fastq.gz	FASTQ	DNA	1923973	151758016	25	78.9	128
HST-KLS1673-4013414.fastq.gz	FASTQ	DNA	2008000	155884761	25	77.6	127
HST-KLS1674-4013415.fastq.gz	FASTQ	DNA	1910581	148611022	25	77.8	126
HST-KLS1675-4013416.fastq.gz	FASTQ	DNA	1988813	151276117	25	76.1	128
HST-KLS1676-4013417.fastq.gz	FASTQ	DNA	1955050	165078558	25	84.4	127
HST-KLS1677-4013418.fastq.gz	FASTQ	DNA	1852569	150228434	25	81.1	126
HST-KLS1678-4013419.fastq.gz	FASTQ	DNA	1913250	154881625	25	81.0	128
HST-KLS1679-4013420.fastq.gz	FASTQ	DNA	1887635	146338254	25	77.5	124
HST-KLS1680-4013421.fastq.gz	FASTQ	DNA	1949922	147480353	25	75.6	127
HST-KLS1681-4013422.fastq.gz	FASTQ	DNA	1918707	143189579	25	74.6	124
HST-KLS1683-4013424.fastq.gz	FASTQ	DNA	2008529	165034351	25	82.2	127
HST-KLS1684-4013425.fastq.gz	FASTQ	DNA	1935626	143431988	25	74.1	126
HST-KLS1685-4013426.fastq.gz	FASTQ	DNA	1846398	141518677	25	76.6	124
HST-KLS1686-4013427.fastq.gz	FASTQ	DNA	2021698	156360765	25	77.3	126
HST-KLS1688-4013428.fastq.gz	FASTQ	DNA	1829830	136507069	25	74.6	126
HST-KLS1689-4013429.fastq.gz	FASTQ	DNA	1909215	147381392	25	77.2	126
HST-KLS1691-4013431.fastq.gz	FASTQ	DNA	1868636	142215950	25	76.1	128
HST-MT177-2892428.fastq.gz	FASTQ	DNA	815733	65704870	25	80.5	123
HST-MT215-2892384.fastq.gz	FASTQ	DNA	1251445	103340681	25	82.6	123
HST-MW04488-2562113.fastq.gz	FASTQ	DNA	1201118	90609615	25	75.4	123
HST-MW04720-2562110.fastq.gz	FASTQ	DNA	1316869	97940029	25	74.4	123
HST-MW04726-2562119.fastq.gz	FASTQ	DNA	1321383	90581543	25	68.6	123
HST-MW04726-2583998.fastq.gz	FASTQ	DNA	1034086	71601388	25	69.2	123
HST-SS170814-01-2562208.fastq.gz	FASTQ	DNA	1351979	108539202	25	80.3	123
HST-SS170814-01-2584010.fastq.gz	FASTQ	DNA	1028278	79836552	25	77.6	123
HST-SS170820-02-2892469.fastq.gz	FASTQ	DNA	1272831	103116058	25	81.0	123
HST-VU116-2892391.fastq.gz	FASTQ	DNA	1212240	103164165	25	85.1	123
HST-VU127-2562116.fastq.gz	FASTQ	DNA	1252409	94067973	25	75.1	123
HST-VU135-2892457.fastq.gz	FASTQ	DNA	1133671	95228371	25	84.0	123
HST-VU141-2562238.fastq.gz	FASTQ	DNA	1011696	81283933	25	80.3	123
HST-VU143-2892418.fastq.gz	FASTQ	DNA	1230784	98492082	25	80.0	123
HST-VU38-2892414.fastq.gz	FASTQ	DNA	1283826	105582432	25	82.2	123
HST-KLS0883-2892509.fastq.gz	FASTQ	DNA	1382383	111076709	25	80.4	125
