,Nreps,lnPK,lnPPK,deltaK,estLnProbMean,estLnProbStdev
2,10,0.0,0.0,0.0,-61517.9,536.9956238182943
3,10,-434.5300000000061,297.7900000000154,0.31544388122905986,-61952.43000000001,944.0347957923296
4,10,-136.7399999999907,378.6999999999898,0.7292645216043249,-62089.17,519.2903106912146
5,10,241.95999999999913,0.0,0.0,-61847.21,1020.7334731565456
