,0,1
ALA-KLS1661-4013402,0.9568,0.0432
ALA-KLS1663-4013404,0.9516,0.0484
ALA-KLS1664-4013405,0.954,0.046
ALA-KLS1682-4013423,0.9521,0.0479
ALA-KLS1690-4013430,0.9493,0.0507
ALA-KLS1140-2892558,0.9604,0.0396
ALA-KLS1161-2892441,0.957,0.043
ALA-KLS1162-2892512,0.9563,0.0437
ALA-KLS1163-2892427,0.955,0.045
ALA-KLS1165-2892485,0.9596,0.0404
ALA-KLS1166-2892541,0.9582,0.0418
ALA-KLS1167-2892484,0.9466,0.0534
ALA-KLS1168-2892413,0.9609,0.0391
ALA-KLS1169-2892448,0.954,0.046
ALA-KLS1170-2892511,0.9555,0.0445
ALA-KLS1366-3593364,0.9551,0.0449
ALA-KLS1373-3593328,0.9496,0.0504
ALA-KLS1387-3593387,0.9496,0.0504
ALA-KLS1413-3593365,0.9566,0.0434
ALA-KLS1415-3593359,0.9531,0.0469
ALA-VU15-2892510,0.962,0.038
ALA-VU20-2892394,0.9603,0.0397
ALA-VU21-2892380,0.9544,0.0456
ALA-VU33-2892383,0.9532,0.0468
ALA-VU37-2892482,0.9517,0.0483
ALA-VU47-2892477,0.9602,0.0398
ALA-VU50-2892527,0.9502,0.0498
ALA-KLS0793-2892513,0.9666,0.0334
ALA-KLS0796-2892514,0.9564,0.0436
ALA-KLS0797-2892471,0.9581,0.0419
ALA-KLS0857-2892463,0.9556,0.0444
ALA-KLS0871-2892523,0.9485,0.0515
ALA-KLS0872-2892526,0.9636,0.0364
ALA-KLS1444-3593398,0.9396,0.0604
ALA-KLS1448-3593341,0.9571,0.0429
ALA-KLS1452-3593342,0.9628,0.0372
ALA-KLS1467-3593390,0.9557,0.0443
ALA-KLS1474-3593384,0.9579,0.0421
ALA-KLS1479-3593389,0.9634,0.0366
ALA-KLS1492-3593391,0.9575,0.0425
APO-KLS1002-2562146,0.9566,0.0434
ALA-KLS0564-R174540-2892378,0.9553,0.0447
ALA-KLS1526-3593366,0.9533,0.0467
ALA-KLS1548-3593373,0.9504,0.0496
ALA-KLS1549-3593354,0.9557,0.0443
ALA-KLS1555-3593323,0.9642,0.0358
ALA-SS170808-01-2562218,0.9591,0.0409
ALA-SS170808-06-2892529,0.9541,0.0459
ALA-SS170809-01-2892375,0.9582,0.0418
ALA-SS170809-03-2892475,0.9539,0.0461
ALA-SS170810-01-2892386,0.9614,0.0386
ALA-SS170813-01-2892422,0.9583,0.0417
ALA-SS170815-01-2892435,0.9617,0.0383
ALA-SS170815-03-2892473,0.9517,0.0483
ALA-SS170815-04-2892440,0.9536,0.0464
ALA-SS170816-01-2892493,0.9585,0.0415
ALA-SS170820-05-2892447,0.959,0.041
ALA-SS170822-01-2892494,0.9506,0.0494
ALA-SS170822-02-2892495,0.922,0.078
ALA-SS170822-03-2892528,0.9497,0.0503
ALA-SS171011-02-2892425,0.9554,0.0446
ALA-SS171011-03-2892496,0.9642,0.0358
ALA-SS171018-02-2892517,0.9592,0.0408
ALA-SS171025-01-2892506,0.9564,0.0436
ALA-SS171104-01-2892432,0.9591,0.0409
ALA-SS171105-01-2892472,0.9586,0.0414
ALA-SS171106-02-2892479,0.9557,0.0443
ALA-SS171106-03-2892404,0.9691,0.0309
ALA-VU51-2892500,0.965,0.035
ALA-VU53-2892376,0.9627,0.0373
ALA-VU62-2892417,0.9588,0.0412
APO-BD304-2892487,0.9536,0.0464
APO-BD320-2892516,0.9586,0.0414
APO-BD325-2892538,0.9647,0.0353
APO-BD326-2892550,0.9567,0.0433
APO-BD330-2892535,0.9612,0.0388
APO-BD331-2892519,0.9623,0.0377
APO-BD337-2892483,0.9612,0.0388
APO-BD338-2892540,0.9606,0.0394
APO-BD339-2892520,0.962,0.038
APO-BD342-2892423,0.9593,0.0407
