,0
0,0.05833933360594243
1,0.033866940117792704
2,0.029662902439064203
3,0.028235946931909246
4,0.0278546599673271
5,0.026083205147428033
6,0.02527625528205979
7,0.02503662463032977
8,0.024353544495639454
9,0.024069044391286664
10,0.023843078869212695
11,0.0236876072664644
12,0.022889035534342572
13,0.022787886331436028
14,0.022248425443500308
15,0.0217888277999558
16,0.021472763249639662
17,0.021114385039557003
18,0.02101710444590905
19,0.0206078479640014
20,0.020499728286929135
21,0.020189645677208202
22,0.01995838637470204
23,0.01964578675953318
24,0.01948078079976389
25,0.01898981869116021
26,0.01888636335207269
27,0.018735178845474425
28,0.018499368062292423
29,0.018258150650071896
30,0.017984081643146892
31,0.017873531853494985
32,0.01771794172552921
33,0.017088355258578193
34,0.017016410937699396
35,0.01681611384690117
36,0.016510804343533175
37,0.016222650977359688
38,0.016190759038558926
39,0.015956412922736415
40,0.01593114263595068
41,0.015573403882247778
42,0.015420300788942229
43,0.0149599456426013
44,0.014838102921940701
45,0.014433112746872609
46,0.014177276659642477
47,0.007911025722257792
48,5.245354799383452e-32
