,0
0,0.08589654400472292
1,0.04972349899227088
2,0.02573827701698225
3,0.02449303815581491
4,0.02104429152758822
5,0.019957864734231126
6,0.018229632029789413
7,0.017172519606491212
8,0.016216434249273846
9,0.015981753363935012
10,0.015311528792793357
11,0.014896982865719688
12,0.014261164397719068
13,0.013877320209594785
14,0.013759274727869053
15,0.013522864716098492
16,0.013155556266009323
17,0.01289933547868583
18,0.01275082169463925
19,0.012470384090974966
20,0.012388237111624189
21,0.0120539284786151
22,0.011910114791969621
23,0.011829480702973178
24,0.011754877966804028
25,0.011657657727026498
26,0.011548276403589382
27,0.011328990961596588
28,0.011165689608850159
29,0.010927945622722115
30,0.010841918439067818
31,0.010736479442711918
32,0.010579653496955579
33,0.010469167619780737
34,0.01041025526797893
35,0.010297731696661252
36,0.010104796785012747
37,0.009852339263257872
38,0.00973327890788105
39,0.009685121298194476
40,0.009565843296369846
41,0.009433251377726427
42,0.00928288517463864
43,0.009240794674016738
44,0.009134521813811572
45,0.00909321487122742
46,0.008895208787293532
47,0.008757957058634382
48,0.00871444133981518
49,0.00862440089455504
50,0.0085487617757567
51,0.008512479640899429
52,0.00848508037853678
53,0.008288594420394054
54,0.008191520756436045
55,0.00803931655315897
56,0.007966017359430729
57,0.007837628543151644
58,0.007730414882272768
59,0.007621837004624623
60,0.007570305461374961
61,0.00743600780628944
62,0.007346635960677075
63,0.007315284052173104
64,0.007211044097381453
65,0.00707882162756209
66,0.006951980267016572
67,0.006835869424336517
68,0.006794375305956108
69,0.006732519634599201
70,0.006629320491806172
71,0.006451862174331883
72,0.006372963111646773
73,0.00631873728470275
74,0.006031383690245724
75,0.005985763112051147
76,0.005933161693982413
77,0.005734865312275871
78,0.005695613775430688
79,0.005581273824739469
80,0.005368781020629744
81,0.005241213972024005
82,0.0051090497726202005
83,0.0049828953192385585
84,0.004487840679943304
85,0.004412040684576025
86,0.00427504088732275
87,0.004104541497327707
88,0.003803990739209949
89,0.0023759761026858226
90,0.001231642098615042
91,5.812527535457305e-32
