,0
0,0.020989722905490442
1,0.02037349751748709
2,0.01919829580164019
3,0.01823809074600527
4,0.017533144551388727
5,0.01683782274622161
6,0.01668487957110922
7,0.016460863137874843
8,0.016365703554764126
9,0.016046456072351944
10,0.015886953900354796
11,0.015728580343725478
12,0.015622420334664038
13,0.015359716883113729
14,0.015261083407312213
15,0.015160610049480007
16,0.01487341567494861
17,0.0147063210019764
18,0.014653111796142329
19,0.014244582693365353
20,0.014113142215835919
21,0.013992596644827512
22,0.0138520267526296
23,0.01374815109754444
24,0.01364668830643637
25,0.013500308346177024
26,0.013430759814744606
27,0.013197162194416813
28,0.01304401642243625
29,0.012792270914724962
30,0.012750892724027093
31,0.012599990997995884
32,0.012521075626332197
33,0.012341933487962815
34,0.012184414438340308
35,0.012087908901600119
36,0.01207505067200362
37,0.01176228416039556
38,0.01173118282996537
39,0.011538511808632584
40,0.01143261327350832
41,0.011270953614846918
42,0.011198366948968903
43,0.01115232995628308
44,0.010980578677467536
45,0.010839512262476559
46,0.010745391269588152
47,0.01072515449481403
48,0.010568213305937097
49,0.010463231943420562
50,0.010208125463189045
51,0.010180028241057116
52,0.010020973406998807
53,0.009896652043312222
54,0.009879300329540978
55,0.009794304890793748
56,0.009622182995750694
57,0.009509288422385317
58,0.009405947667722491
59,0.00936707147574911
60,0.009304552140379363
61,0.009168268436075627
62,0.00914527472536315
63,0.008893777937019415
64,0.008882881228929539
65,0.008721801568059542
66,0.008680818945830972
67,0.008598477373158142
68,0.008491376425160522
69,0.008213872327217488
70,0.00815818271814637
71,0.008075702693882997
72,0.008064500325908278
73,0.007947445961458507
74,0.007819830656906713
75,0.00772611224179797
76,0.007608168414575922
77,0.007497114893791836
78,0.0074362853613695774
79,0.007242771073390769
80,0.007162376684965782
81,0.007035948320874189
82,0.0069875070282375195
83,0.006728933447348719
84,0.00657371725730991
85,0.005438440082585255
86,2.046947773954928e-32
