,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
HST-KLS0490-2892498,1.859360884875436,1.7917053749224319,-1.6141348746288169,-7.885085693329783,-0.12229530446853583,0.25890156921790486,-3.3890450668537087,6.818047700962917,1.5740134685842881,8.821277537734726,-0.974336480086102,4.124563549883197,-6.001615469478713,-0.8790018555709783,-3.3653285734519547,-2.175921016378056,-2.8799387850831595,1.0271730468606437,2.3595723241038495,-0.33940106549453086,-3.981876119066569,-1.588289892648485,1.9699201270039945,-3.8765596431922824,-0.6247621197391169,2.787835186396762,0.026611808339580434,0.32251882389964215,1.9952699063984196,2.10195285083546,-2.0087805861711505,0.3316768572657942,-0.36054924976444797,-1.4520408541696632,0.2712474680240311,-2.093400342283027,0.15015389591621434,3.6540819785736813,1.4104041270201937,-3.412737133065769,-1.7668964626562238,1.2531576862778515,7.419996020663431,1.3933888536756152,-1.3650655842027517,-1.343834521454643,1.0543165845038864,1.5645132605889471,-2.9236792216922662,-3.327785421481332,1.6793387879376787,0.3711744226374639,2.334771088572581,1.1331659861588732,1.2796433807425025,-5.36134460448635,-2.481908069951405,-0.400585599253477,4.940576034682468,-0.717159600912396,3.179428703582154,-0.26409279952355547,0.40195685167505524,0.23629078227184808,2.8798271168879177,0.8201417636822642,-1.311887618327274,3.0831751388697564,-0.08746244729260318,-2.1310937592920656,-0.1871236581603784,0.24253533157081905,-0.13638345911711736,0.7087695313982793,0.37268298489249163,2.319261518102425,2.612405969920045,-0.019620306062421156,0.10983744547089419,-1.1738959763669277,1.4777362328490236,0.3027666095915576,2.4312870139198934,-0.988935578195545,0.26815398230099585,-0.8972369354275103,7.476658181460039e-15
HST-KLS0527-2892409,3.4204203475351966,1.60226088269592,-5.606844566428019,-4.939351445344447,-1.6864359050023972,-4.047942660821643,3.7476681222013166,-4.074291599537222,1.2781599599223321,0.6484784000941377,-1.6601093078233173,0.946332609045238,-3.327266660831693,-1.741026786022893,3.3148426522678283,-1.261031624851561,1.1182920468337414,2.862588496225063,-0.7067525214053708,5.33288991117277,-5.535751227642611,-0.4412287243875061,-1.20672882645535,-1.3938808862951975,0.7425773591361233,-4.744072713917042,-3.681357724054379,-0.4108118370088524,-0.1750259069377031,-5.433585006353386,-0.5871541868796577,-1.8887310227732743,-3.874083717191631,0.4899268186785183,-3.665813488131516,-3.0722433048623614,1.8174763479038585,-0.9563292315507339,-4.206298572567204,-0.23586690643877153,-1.9375065752795984,1.9637325847766707,-0.4363893537217946,-1.5098729212815958,-1.5893360486145303,0.1796759662649887,4.359857980951682,-1.0667590338293906,-2.6814261840549456,4.335661451975175,1.578299055672698,-0.112752858702016,-1.8333727087594782,-0.6553058250041597,-1.438082046270673,4.894871516341305,-1.866939529399844,3.6127726542907945,-0.02079485588755537,-0.6300370570505667,2.0078416951598226,1.5304616224242182,-0.8847038419937051,-2.9485563938309918,-0.420025912685004,2.5158249171628078,1.1843042720021648,0.0092694223696521,-1.5817390552341941,2.0498356214790916,0.8550187832686077,1.5434335382488125,-0.6635878272999279,-3.8809740104693384,0.3576666900600466,0.350697400783628,-2.6392680576571275,1.1435645562240604,-3.0635273161883108,2.3608826750761187,1.3939959395602735,-0.8150967881769244,5.525836219952602,0.2171859044294132,-0.43849103700164305,-0.9252196983273071,-6.494804694057166e-15
HST-KLS0528-2892531,4.962317942693126,1.2631836669187804,-3.6750098392662736,3.9380571269121214,5.901611752946679,-1.2776715932346219,-2.1078420243019593,-1.6256447916971786,0.9457344890051973,6.965048317411909,-3.531214616813184,-2.2850578108969324,2.482807183110175,3.3904697311226784,-0.7608016174453438,-2.662767438879607,0.38077053542582817,-0.3302748211886742,-1.206936515525656,-0.35626011982354294,3.5874932469452747,2.6200743376169946,-0.6026917424378048,-2.1259502179491205,-1.7368255130809886,-2.7108914493153926,5.417780393276289,-2.252733959870681,2.9684388073824217,-1.6624854425851534,0.22910925559813594,4.096959730905941,0.4430623897700927,-1.9141741677404769,0.6280258100119553,6.085057805596834,-0.2699596714263234,0.7564752600036174,1.1445318403674998,3.360457700536677,0.07390676481854015,-2.1113266766356187,-1.5610140686458494,2.6611755574578013,-1.0848816918799356,-3.388697367088391,2.6894526053268715,0.3270414394265432,-0.47037101754333516,-1.3744128978943306,1.748429399698967,-2.5245833669149333,-2.7237674918279104,-1.212654579813557,0.6729903753369781,3.1635312068864034,2.9937794881063446,-1.8614656562178087,-1.4175373399340292,3.655363913882241,-1.3688019051333458,2.033245888971594,-1.4367092276462328,-0.7429921547368232,0.09187550937084485,1.5473017547394925,0.11900057664117969,2.454922154356543,-1.3188139854617582,-0.0009501414971316013,-3.6254227154643175,1.2067894488301287,-1.0617984334358124,-3.3304410199635335,3.0923058976242888,1.6340715712637173,2.5710872833933167,-2.7336927140069442,0.05869676884190204,-3.7919826991843837,0.8432153403350264,-0.6540465446771101,3.7539577999392417,-1.0529035574744277,4.8854643488165115,-0.6488371690247329,3.2751579226442118e-15
HST-KLS0559-2892377,6.735866937963421,8.39280203009666,12.602522251077609,-4.35783414444338,5.934389751568793,-1.776128319533492,-2.5482110234593893,-2.95791489458505,-0.22293904963118916,0.019776163459595646,1.3444677919312156,-1.6202079098739026,-1.7198065134410576,-1.8489830265605374,-2.4074525441720134,-0.7591950019531786,-0.6853847554661368,-2.4658349322662643,0.1662832069212034,3.121170329961131,-0.5485100110877795,0.6749267911402991,-1.9209998019580412,-0.31709351154824594,-0.8686934175075774,-1.3363970481569478,-0.5278346783933386,0.9053682853508209,-0.8430183190846795,-2.7178072880601385,-0.020717834294605608,0.7243700064840572,-0.6181255641118993,-1.5862337036040772,-0.16762717548650977,-1.5671510641004556,2.5773062187934275,-0.11151159792974755,2.3859972637132563,0.17439508571378665,-0.057063551012693906,-0.7591658055909363,-1.1908159875357835,-1.1265492631900373,0.5968735420940032,2.155355030314544,0.8505446943605889,2.124452150890353,0.39839679983539195,0.3279714676372913,0.9802785781128499,0.44515500922445744,-0.10244588081764147,1.3763147786241712,-0.9491139832313011,1.0495959007484272,-0.9220214236123938,-0.030229628713141873,-2.4523215141910137,1.4701654180294008,-1.775882366820975,-0.31833453754826074,0.6915640714948954,-0.060953903688818575,1.1574749748498598,-1.2718745616006764,0.33460931481149014,0.11284902898346924,2.3154545516053977,1.1858299592416788,1.4316460178951242,0.5382109166623903,-0.08242044109428528,2.2553033948246406,1.1463269992003577,0.5561338265940058,-0.6514564553086195,0.34689678371905674,2.0733932047352184,-2.065160132832454,-0.8831529573151442,-0.6714550604965682,-2.2154054625176753,1.4459567853032973,-0.654131138670441,-10.129102077964232,2.796374243274613e-15
HST-KLS0566-2892525,3.2635348290657693,1.5703734374969962,-3.7909520667947656,-1.3994713825788412,4.366873451497889,0.16913083302247806,-0.1620427455153597,2.4772567020341145,0.9927354770498493,-3.3720840712845117,1.7272464009071422,-1.9533812578047092,2.756665998552178,4.142405356783299,-2.01967904446561,-2.2588563290327754,1.6196072832854975,-0.5745667489848237,1.33702508017028,-2.2555797043352923,0.18063101679171537,-1.324374137837582,0.897455170434833,1.3185385914845131,4.6417064182766525,-3.8845788674727686,-0.9784496521782863,1.0015882707676664,-1.4861234181588032,1.85757175477403,0.5594524178499791,-4.482231769487507,8.695887434737697,1.26484462756596,3.134188872188119,-1.7512704150758944,2.280255406809558,3.2713183860048036,0.6271821607919473,5.692255255656173,-0.5734283874452342,-0.11449068251410265,0.7164577541851064,-2.607760258839005,-1.7558054876459495,2.0957760700795776,-0.5690339814249237,-0.712165159799522,0.16294465893377047,-0.17841728581282196,-1.8454470552862072,1.2500408900998488,1.6543441650242565,1.6805659063775673,6.345435354778883,0.9058336944266552,-2.325189461746306,1.4156982569814633,-2.5132421356115144,-3.2042819545056007,4.3820094661190065,-2.727216889814118,-3.318482999977825,2.370409568449901,3.3320267086180184,-0.9639902531980491,2.2189222813435614,1.8378007608922156,-0.8831401211432974,2.6236147395326284,-0.2612044203093098,0.3168948750602422,-0.48053488082353707,-5.582885630139244,-0.20669401066216853,-0.6952824082518634,0.6765935451064207,-1.255687262695835,0.2667674615998362,-1.629225605002207,0.6357419591586796,-3.801240541681752,-0.4427946889372603,-1.2479339368230038,-2.2763183781322667,-0.5787405727978295,2.0587698212892747e-14
HST-KLS0573-2892480,3.4006654227434265,1.9948926874542816,-2.300047458969309,0.45134442691454413,-2.6535097068773137,-2.712315016017522,3.4380757380351814,-7.086148990244153,-2.2740615466501346,-1.1489106047406716,-4.640928317457497,-4.737697529948884,0.1688587021136761,-5.2555217074589,-2.1117472318727923,2.8828401644840818,1.569830323890584,-3.2650268122302806,1.694927712507737,-0.7637894745299911,-0.5279353157531663,-5.623550270653871,-3.246971322039735,0.5464948608438409,-1.7305060521460585,-3.1326030737297055,4.87123803066865,-2.688420022003872,-2.533258832462186,-1.4679289134566174,1.902314450011773,-0.5720807879386997,2.232625217949438,-2.2696156057466874,1.9444409217601262,-1.747197616415405,-2.8973617152409332,4.649778744608442,1.4842413504211176,-3.284797769662731,-1.2804337677205915,-1.2835295906028603,0.6182649473508705,4.639145559482912,0.5747785488090297,-0.9962045707812741,-3.314447163853701,-2.1942218419967725,0.08089997638961566,-4.484721406961333,0.053482780836892646,-0.8685626324473621,0.147148401103534,1.4241563048677048,-0.5328889547872857,-1.0194467984998081,-2.2487096783217955,-1.5558458126449393,0.3436076209318235,-1.2329252989415926,-2.9684062140885756,2.5140984274497455,-2.2554153870943345,-1.94920731279311,5.105197291962878,-1.261464763553367,-0.825783423877802,-3.0533748310454536,-3.48915277054187,0.44309755897917813,1.2541276928242082,-2.6105041741046793,-1.8093638745253426,-1.9024164997803412,1.7319579929819204,3.4075452770032104,0.20897432727728146,2.181520498043065,0.07083364370761874,1.6249109975919895,-1.3066561268882977,2.7351431172722718,-0.43311202356193446,-1.4643896136105532,-3.1892044124850507,0.591918606854993,3.4888758548845544e-14
HST-KLS0604-2892450,2.2360511613216887,5.380040563148849,-3.387808879213698,-2.180019292167707,-0.5357770654313183,-3.674419472687964,-1.0836919463636616,6.627497208167921,3.214915687790452,0.30946223399687983,0.6398169034917583,-0.6439296440888399,7.049349140998649,-0.6841665620503847,7.383791171752846,5.77219072945252,4.559208367682568,-0.8467901352849669,0.02700614597615538,-0.7770393699776523,0.11317187117225766,0.7508579880825708,-5.3447239654381535,-4.654091001049432,5.471870792153259,-1.9965797806556667,-1.9748042505787355,4.818071658791142,-0.8090632831207085,2.4767018936725216,0.7241622138366396,0.19903163552510222,-2.6787359445055943,2.5811196119574853,2.9005712609709344,2.532590377581033,-2.1569570667624,-2.446842499078964,3.2353470191221256,-1.416505030987745,-1.8890906213496794,-0.7320750029708138,1.8537577104780272,4.480022773958194,6.011766598822159,-0.32883887440512816,1.968676568756531,3.1027998084890513,0.7950802114492922,3.9021986330257774,1.0857160923165807,-3.535935594494116,3.378436308323072,-0.16437306691219186,-1.0747520281752518,0.7419431024497225,-1.0064080911681796,-2.3629234643881434,0.5172006372745295,0.23907238056098862,-0.23855089073555857,0.657772957314287,1.0340390509638413,-1.4527672940899412,2.3076042797408154,-2.1941196501610056,0.040070467225455805,0.6159912488325117,1.7588218802524498,0.12396609177790553,3.1925996020411955,-1.344962818360774,1.3472515653572077,-1.527080015934158,-0.20027772760202317,-0.11576308708238167,-0.40345831884163497,-0.5128674142670682,2.1106907812095352,0.8731871920699373,-0.5935144125668036,-0.4025384243541359,-0.4917603814533809,0.5635355519755407,1.1988266844064337,0.6036837444596407,2.8033131371785203e-15
HST-KLS0635-2562180,4.947858038351016,2.0166730534709143,-0.9730738465229101,-0.05976738597685598,-4.139753091161864,2.8475348163606986,1.821561322053379,0.2660744360602637,-0.36304306205643694,-1.3399409597177978,-3.466781822794553,-1.5787132955055558,1.9537991808702355,-1.4063173561976798,-2.7180648692322653,-0.7788712048022846,2.411800620577957,3.3258141856652133,-1.099027461602387,1.8707667524537424,-2.2738178800012396,0.3506631432648726,-1.247236394537302,1.306158417908839,-0.4240290890659734,-2.4138014720134797,4.9588401525003585,0.9358973124896124,6.414254031430012,3.7256922122717917,-2.109519597899126,4.273933300535007,0.38954289341829373,-0.6292096720304652,3.701328420734201,-4.1937246642019295,-4.710525445381141,0.9956715457101656,2.273148878058658,-2.171911844886617,0.46508739330272775,3.3956886593931763,-3.9855217848313207,-3.0544346771012,0.7706588317313319,3.9057822445117187,0.870012095486212,1.2249282948580098,-1.601333601880035,3.2297061938999208,-2.4406034533475593,3.3009929488405847,-1.2657056082059572,-1.9694333906372117,3.6283288750058826,2.8276269855884717,0.024914424099751975,-0.12589541601314957,4.077269471968845,-2.221480080160438,-3.458304439413377,0.48055824965975535,2.4247090088066696,-3.646981102812451,-2.035915276191026,2.0663407760498655,-0.5022869922932973,3.2649265150872253,-1.595678023833023,-1.6941502011684801,2.469812804192884,2.7642560040979918,0.6095890955330581,2.410304485908749,-1.6065380671183838,0.14047995933092136,0.6108121415093413,-4.294499791736732,0.34975348063870343,-3.3612524751474475,-0.9344494041427094,-2.012052669447303,-1.703615429002403,-0.5568777586749252,-2.4172299196729687,0.7450104887167642,-5.960509863456309e-15
HST-KLS0636-2562216,5.6657262664054855,1.9253985142874408,-2.2540150539585975,-5.072258008386805,-3.105506668535782,-3.518437166860809,3.9987371756744468,3.290503263327847,5.26491304443596,-1.1637182203506111,-3.4169813634823454,-0.16800405585827227,-0.7704301568207325,1.2478839451584371,1.254727962230414,-1.9144829543164883,-0.7341789302482916,-1.1458953296355243,5.268022162019725,-0.6055845993247978,-1.4692016209375356,0.4225520572024035,-1.1147002857866384,8.209998936816604,-2.103550819660532,0.42511991967314067,0.50324748249699,0.698915488370338,1.1633736453882473,2.252047658613288,5.686880330312655,-3.113946964696164,0.4700357565899632,-0.5013528568573887,1.1554237772930454,4.202485631935389,5.681935339382878,-5.4309795218894195,-0.5578866466386201,-3.5076041177153976,-1.094291963594769,-0.7786307482176189,-0.6589857208261107,1.0870553899220035,-0.3567859965194919,3.4230708158004495,-3.4541411712269725,-1.5454390965204385,-1.9050086657677907,-4.577282137933592,-4.075092497874753,1.5755722196228619,0.7275682806450297,1.5609529359622187,-2.3194326090463635,-2.0484311006856375,2.6713038554442563,0.950312140635458,-1.2469072540447725,3.691701489928298,-2.014499719379045,3.0978816696348006,0.045658734524570865,1.5867915149219924,-1.961851024870575,-1.5025432245039596,1.3688606023892746,0.9749179787473929,-0.12525932465665793,-0.9375895032626692,2.229587178776089,1.6953143224932083,2.2239774617221397,0.5617359281544823,2.301082833570761,-2.878587472781446,-1.197283579897036,-2.71605700060218,-2.3580646141384896,-0.8764353835790318,0.5104402890740297,-0.9792116825450662,1.168887436184903,-1.8065721589710713,1.0097912730653638,-0.023532154774462893,4.496403249731884e-15
HST-KLS0675-2892455,3.6688993233595344,2.5789374128934366,-2.7067840351396564,1.1888589547358626,1.9025883178317504,-2.4778366716497318,1.2192799455689758,-1.176716334070227,-2.5904913301254355,-3.7844799019022144,-0.6318194097097585,9.343353059304583,-0.07122526949283953,1.789441111623986,0.9015298628367094,0.8794025800664398,1.3235042876082768,-2.830638967213975,1.750684573189337,-0.6065408522218538,-2.1937421493036537,0.7011075934515727,1.9820554355537294,2.164338111495037,-0.04979933852505877,-1.4794736759363203,1.3444599760368143,2.0897772664938628,-0.9496380544905707,-0.6182205024941109,0.47358831805995016,1.8837063223137205,-1.6507971873828695,0.5187230387109203,0.35341695982804744,-1.3539395714496947,1.3318831564708449,-3.0741830323411983,2.2466016814314527,2.7798226971652187,-1.0449830010777879,-1.8178914664815904,-2.651030635675161,-4.973692823442396,-0.15106455931660606,-4.922222275591652,1.7424511951289248,0.1534327955153819,2.1251878756199267,-3.1986639079924726,-3.865986317732774,-3.289050303965599,-3.248047336790545,1.7557993903917086,-3.5094228829356227,-0.9665281919630238,-0.338549815911199,1.5578751241975881,0.73284600317163,-4.305270564075571,3.2212179636824554,0.7610303972612291,0.2577266648530961,-0.8058238573270586,-3.736617303917461,-1.2516288709135919,-1.742590860731458,1.4136366766132662,0.23127709466038315,-1.6156211419579671,3.5566459548019864,0.7167409527860453,-0.5903325291058441,-0.1624491788426286,0.5286706999594554,2.0480537149292717,8.388496678269295,2.515153169684971,3.5726916937814868,-0.3630895603887393,-2.4170142723326262,2.1426247160717153,0.5042053973033269,0.643260307749899,-1.1584137380554342,0.5889663380520308,6.5780714209040525e-15
