,0
0,0.06423296755504584
1,0.042999108363941385
2,0.022292213384918165
3,0.018985579755614577
4,0.016118486709323063
5,0.015117765802197774
6,0.014697060693448026
7,0.014499038936266912
8,0.014053658332167231
9,0.013876039271419234
10,0.01344278614338328
11,0.013286660247721706
12,0.013194003100252575
13,0.012991500879627332
14,0.012853546912354972
15,0.012682712030265142
16,0.012454097955867771
17,0.012243394613351112
18,0.012123277972329557
19,0.012003957557040708
20,0.011908795751517848
21,0.011783014396963639
22,0.011631496716979236
23,0.011306918190995009
24,0.011292399130111272
25,0.011032958547853225
26,0.010965978870329605
27,0.010728955092896831
28,0.01070583162383984
29,0.010687099137994684
30,0.010430702015408725
31,0.010346598831613816
32,0.010299684637774111
33,0.010240541753086072
34,0.010044564643144712
35,0.009956253361257186
36,0.009929508616858597
37,0.009795580247530066
38,0.009532958043997232
39,0.009493257782392376
40,0.009430370251750425
41,0.009339586045490062
42,0.009232968863444518
43,0.009121064904392245
44,0.009084882793338429
45,0.00901051743892259
46,0.008895331893378574
47,0.008815829915833505
48,0.008715949180362274
49,0.008684690618443961
50,0.008556223261063384
51,0.008400388176308388
52,0.008326292314196751
53,0.008251996830102139
54,0.00821638759958535
55,0.00811873310762348
56,0.008034856506832607
57,0.007890265237074827
58,0.00781326246073434
59,0.00774632787301772
60,0.007722949165297511
61,0.007629775171471034
62,0.007551613744570477
63,0.00738920467552002
64,0.007372305090698852
65,0.007226382299635987
66,0.007165600132137125
67,0.007083351052479366
68,0.00704237839299478
69,0.006988135330929524
70,0.006870753974546859
71,0.0068153380695339496
72,0.006786497360016563
73,0.006697963317232266
74,0.0066445388448730216
75,0.0066050608897544735
76,0.00645792105643821
77,0.006407186797144861
78,0.006340701697015488
79,0.006215840276253559
80,0.006111402350480855
81,0.006066578325802961
82,0.006031332522897553
83,0.006001887982113786
84,0.005986169831237755
85,0.005854263030714401
86,0.005765279143986712
87,0.005721104779477632
88,0.005600461377217317
89,0.005444558809487053
90,0.005381307044651104
91,0.005294610575384337
92,0.005253253265413327
93,0.005165343880909567
94,0.005130032103725403
95,0.00500537746591271
96,0.004937666437857384
97,0.004833318368462187
98,0.004750901599566459
99,0.004653508970960665
100,0.004051265914221081
101,1.2584506363080978e-32
