,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
HMA-KLS0629-2117699,-5.9020499838128995,-0.0005496794965277746,-3.083266695297684,0.43583397223467185,-3.3514638992386296,0.08164954060632673,5.291637058173141,-5.665248014194825,-6.52472590772947,0.8559609480604831,5.65838567051321,0.8500719205224749,-3.5067239801232595,4.434106424783278,-8.56085359630133,6.268306184256001,0.02260262285696523,7.66690037958118,0.9394070357703431,0.4851966778715332,5.520253124508799,0.5749189008750706,0.9572773876500928,1.4441113557990428,-0.4559938832163613,-5.644189588148275,-1.4551128067551444,-4.3556779092781825,-2.149343510116734,-1.2551856594871817,-1.2756612658997226,4.097314806153415,7.164696429617481,1.4462827383278187,-4.398800775097663,-4.101935404580999,-1.0367996993090343,-1.2730800982809476,-2.0462396657406883,-0.12110935804751286,0.8369572285815795,2.140630127719789,0.6702053099191418,-0.09778498296422128,1.9049927737980605,3.1727586030480355,2.3220925420863288,0.11144301542984641,5.440092820663267e-15
HMA-KLS0630-2117717,-5.618455073688641,-1.1899759776283865,-3.7426087889062543,-3.3646679370043366,-2.289660726398805,4.89321594101875,-3.538669755025837,-2.847993562996783,0.35988924871116235,0.05967704911327837,-3.2512067219597385,-3.8663601860914603,2.984330549515178,-1.7977453818967577,-5.18215014036507,0.27935100349859915,4.513065848012167,4.076642398084833,5.558633447875404,0.923501003850449,-0.7433292915042458,0.5589597646894291,1.367434919232478,-4.327468576884782,-4.36267296801614,8.196730531552163,-1.6771014824831416,-4.055346657484908,-2.6026582267847647,0.6919029334720883,2.12622030426487,-0.11321078577899368,-0.8688118513117672,0.9169243637641895,-1.528706530353837,7.225244734454697,-3.3868374511023385,-1.5277443959387624,5.477748289326527,0.4266377385180554,-4.211150826133526,-2.2215224077859315,7.259374177949333,-2.88560965483249,2.4468556879500154,1.2115315139436036,-2.9732146224633955,-0.3581496009697658,-3.301525719479059e-14
HMA-KLS0631-2117697,-3.877512181732069,2.779871212697068,-3.212113496388409,1.0397213850066176,-3.8926465286566754,5.254986849035075,2.873486638817568,-3.2757998320273676,-2.4734972441675387,-2.3057938654652346,-1.0229181958772071,-7.925417273618759,-4.0058305783986015,-3.506477915195543,3.0687716565026357,-6.310211103596285,0.9335270978044421,-5.818364223328637,-1.0638035839763846,5.208560251983586,-0.220593804056786,2.572033404364931,-3.574229504740812,-0.7798419403584781,1.3963220736895707,-0.16869928846101812,-4.8901242295189515,-0.09158572696899757,6.155646787319893,-4.56454450245619,4.173101424227676,-1.6309693063035244,2.3282516504582027,0.3252153297191863,-1.8902135344290985,-6.423738340446418,-0.03475669756692963,2.571431142409595,-3.6925163973344266,-2.348660932231239,-2.6549379550259147,-2.9171869586539123,5.743476902410743,2.8020359353890942,1.9213826661911113,-3.7692163314622524,1.964645539505159,-0.14736449750871716,6.938893903907228e-17
HMA-KLS0633-2117719,-4.208264898915681,0.9910799309592848,-2.945558211772397,1.7690556726438142,-4.700682841143473,-3.9899363164357906,-6.606561142516107,-0.9369243071485011,0.13260278443658335,2.41170756371652,1.0597354402406025,-1.4722826854964273,1.3128588053738819,-3.8368287547351443,6.285138569860076,0.34797754663619307,0.9917564489040807,-0.1958263591279078,-4.517625193946705,-3.019909595637211,3.118618508832055,-1.396582624159535,2.0204050579107715,0.7674436645430249,-3.084987824630135,-4.114682378115459,-1.9584371891752537,-7.356218214763376,-3.5412742570567763,1.5076714778478324,3.4683327383141194,-3.0919622649433984,0.12633548756925972,1.5052731741239347,4.223423953266676,4.38779241822544,-2.222770739083552,7.339136393740459,-5.483136651219878,-3.8395304714054914,7.72474950002131,-1.802302389654326,0.4072285966479743,-2.985080794102748,1.3917361262288759,1.9856217650050352,0.2730655974199665,-0.8249379561426904,9.329342853803269e-15
HMA-KLS0647-2117698,-1.6792150166691593,-0.25717758748601544,-2.8389333763743174,1.9496717848781233,-4.32115692107554,-1.8118581522458856,0.9584017584424677,2.3683689679803703,-0.03914847739653041,-1.2571332827688217,4.0705502265796225,-5.052397406516558,9.598687832471313,1.1725786605629718,-0.4647830267013144,1.5414514627542315,3.1132373145656103,-1.8909945993907233,-3.266065177171446,-0.29023832296070556,-6.204607244053442,-0.4282838116891988,6.025757716022686,3.9725767065784137,-1.8287155662693808,-1.1919941592860683,5.8458950157680265,-2.836235222697361,6.067181354323052,0.31873432084258185,-2.382529006136115,8.14229543981529,-4.811680449485922,2.3994169527127998,-0.7490455885022701,-0.6200833665258483,-0.8718614878127404,-1.8324582541705314,-0.6578911833466266,6.668270710144355,3.2532923173594517,-1.8673625790472064,2.541890703207292,2.7501319724994517,0.6060337910165718,-3.023158031451259,2.2076420203672136,-0.4686879015694697,6.723788192886104e-15
HMA-KLS0652-2117715,-3.7563790902444527,2.163252575960374,-0.38683180061731043,2.255284030782993,-2.3579205935736156,-1.6451279391482345,-2.5623816159952537,-5.464274051087042,1.333552965688606,3.0250703128726792,5.144177206309438,-4.590099666532955,2.4711921500642027,-4.509295685061584,-0.8993118190727127,0.3281425427074967,0.5925245845880718,0.7191380559845834,1.8420044193271763,4.112689549183039,-4.047670424423664,-4.2847958587886055,-3.5438171089274153,1.5557503140928692,9.097180336392107,0.060591965860969904,-1.3902241281704129,-0.19221728957303985,0.055071765628536024,-0.4439794986864526,3.3219606206659646,3.2650315811417494,-0.558151958082292,-0.4538651310031065,3.763434654669108,3.1426486958822757,10.965696048204492,-3.321653408715547,-0.692758736305766,-1.1080369145243425,-1.0662900588548716,6.871432823670254,-0.9074543758170474,-3.3126644367558993,-1.9709286782979232,1.779695857786257,-1.9927572476110826,-0.9312432914622466,-7.062406215396777e-14
HMA-KLS0662-2117700,-4.391683560966996,0.9857894261972873,-0.8254668156170686,2.455605816958527,-1.496284971791361,0.36713193588942356,-0.2617490250664392,-2.2546866772269647,-3.148227936543645,-6.367281765692402,-2.638138260328877,-3.562095256142589,-1.6167066698612291,-4.39934550595048,5.646644288992322,-0.24301128032733113,2.911333571070719,0.8270408722874807,0.3031088394716194,-3.510822521008187,1.6807987713066992,0.7641041551637309,-2.2592493129407667,0.5314009226884657,6.207429331418327,-1.7859435035843485,2.271959257535659,-4.863016333965334,-5.696960760688993,-0.538404389422918,-5.794765055986859,2.2692769078405255,-6.098658357475509,-7.086991568320706,-3.14737819844437,-2.4310138104995587,-3.4356391139576674,-0.17867555999885787,1.859894883249732,1.5365877153651202,-5.675768241544371,-2.897628721870774,-6.18978853371753,-4.8209916717476675,-0.9004580702617757,-0.28631735468698155,2.1326780888199557,0.11649568545958405,1.2619245925993283e-14
HMA-KLS0676-2117735,-2.86531882195591,-2.190255000708881,-4.763425631767392,0.6947446140942092,0.47789641948939987,6.950720978771898,2.394483268819007,3.1604196906312443,-3.909649423684547,-4.332889278237788,-2.5521928220004657,1.9229019339370117,1.1875301177730258,0.018258381314120706,-1.0456723792732585,0.5414854253012774,3.861227578713714,1.559626624977812,6.5143596947450755,-3.1476316292065882,-5.948599332772217,8.35645717542572,-6.530303453068235,3.031987715754756,-3.1585474703213783,0.9626375797641241,0.655421278038079,4.222278525761249,-0.5295003394164634,1.4983192385189543,0.8988038391633782,2.624701217193751,0.7651648480002576,-3.0471806298245814,1.95218274921349,5.423518265385986,-1.3289946426050714,2.241928428460655,-7.07635671859455,-2.368143415225502,2.9991267048980266,4.577458437863085,-2.7733157924919993,2.41471881670078,-3.762099421483366,-0.399994318370525,2.4423933069666486,-0.13597987934349717,1.0720591081536668e-14
HMA-KLS0762-2117712,-4.162008056694512,1.2757654625736958,-4.54733547359144,-3.6344332639755823,-1.2267051170252807,0.25178710988989683,-1.400341612668436,-3.11162476391521,0.0066928140073097,-2.1585523323483082,4.768313220492157,4.837635972110088,5.670771694823801,-4.716524093422731,-0.2982520635244175,-1.0382603228191123,-3.0000835034129323,4.990489586380427,-1.8803253867552634,6.301515075821984,0.4177259669369685,1.0435703811947463,-4.727563552744969,-2.928110426140658,-2.955815473746853,-1.9873883036456244,5.910884098303309,6.386495189258462,-2.069581473920931,-2.8095721077183944,-1.108282478251756,-6.177161173492983,-0.8500216743112025,7.0237864591158745,-2.16117891246093,-1.4793219924529646,-1.1906505361840314,-0.401257819092098,-2.70932606311067,3.2015309724060823,-0.09048525713962506,-2.0538408939107824,-2.9398888842740676,-5.130558969320615,-2.0093671158611794,-5.225878078170921,-2.8250280035443414,0.21427871228819861,-4.163336342344337e-17
HMA-KLS0798-2117733,-3.158882709858622,4.097968857874761,3.439779656090192,2.4331716662557556,-0.20455208986233986,1.1781751103345244,1.1982134515152907,-0.24578620433838527,-1.3453013161305756,0.5243080255713706,-1.0335587550149181,0.6822274004310662,-0.6494003845139151,-3.2661414898504257,3.1285216086326435,-2.8572241096858932,-2.441728173495471,1.5234520641975915,3.926526532429875,6.3981199286859,-3.793769792555082,1.0652110419409158,2.919951603219473,0.2043912334405789,-5.379786468012128,4.79120595363707,-2.76631195113371,-0.7192101862782744,-0.1069314753493899,1.8268049861161555,-3.385193367563104,-1.337900489640731,-0.32920734010344305,1.3741975012063827,7.646791290047732,-5.429014296998476,-2.430557073006691,-6.798483174858564,1.6022198022466143,-0.6107520073957838,3.9810887349724444,2.1124118232762026,-5.49166897274557,-1.4619868108885898,7.595988128765046,3.22394327524483,4.502037321197101,0.3433577147962228,4.7351012000262926e-14
