,0
0,0.058451661524475715
1,0.03138419551016783
2,0.019128244710249664
3,0.010087734611393341
4,0.010026533958739849
5,0.009867107212347298
6,0.009459190158271676
7,0.00935518714216424
8,0.009133213367088985
9,0.00893862261703952
10,0.00883755291206034
11,0.008708899402610853
12,0.008638403169698486
13,0.00840224128511182
14,0.008323383422775827
15,0.008262776810356153
16,0.008211365264751882
17,0.00813983487592789
18,0.008027347486547012
19,0.007969461928448829
20,0.007793252200835614
21,0.007682231177939173
22,0.007618418143732732
23,0.007609248588563145
24,0.007486251406451537
25,0.0074145793063560145
26,0.007361444059190298
27,0.00719459307151994
28,0.00718984478127221
29,0.0071463847421679595
30,0.007112220426174823
31,0.007057009962948473
32,0.006952129293011518
33,0.006876540775740448
34,0.006764405315695277
35,0.006731364453814889
36,0.006695289759444036
37,0.006663696992883182
38,0.006606443143726205
39,0.006526417900019005
40,0.00645562549350751
41,0.006397211735309519
42,0.006341676733234022
43,0.006281061788796321
44,0.0062659679975170385
45,0.006251073406123909
46,0.006151717246149215
47,0.006138184032704381
48,0.0061049334075436
49,0.005995731950501385
50,0.005953988024629375
51,0.0059144555475380165
52,0.005894641474651564
53,0.0057993452539466216
54,0.005784676497222477
55,0.005759511801971947
56,0.005691609544651653
57,0.0056378742931815036
58,0.005610285604719459
59,0.005570654419804641
60,0.0055367644477301295
61,0.005485787200412271
62,0.005432837535244543
63,0.005408969506328315
64,0.005333173502595452
65,0.0053026381532522366
66,0.005281121281476919
67,0.005204683380359165
68,0.0051879385763100375
69,0.005132607762535391
70,0.005094452734355937
71,0.005055502110724915
72,0.004999762729334133
73,0.004971478962893248
74,0.004922946573664538
75,0.004885152347072673
76,0.0048731570046221945
77,0.004866625865593448
78,0.004816554268212895
79,0.004793562268798158
80,0.004758074851611191
81,0.004737984123790037
82,0.004674502129673206
83,0.004668243460197522
84,0.004609684271253332
85,0.004586045205337974
86,0.004547656991313778
87,0.004518522187233535
88,0.0045053092630321125
89,0.004457563651264212
90,0.004413354044237108
91,0.00439142107854298
92,0.004367282835751499
93,0.00434762937442015
94,0.004293559760827192
95,0.004268250063484116
96,0.004265208009843333
97,0.004218384090734767
98,0.004180504989135135
99,0.004150420033948004
100,0.004123104453873759
101,0.004099489187711269
102,0.004082315797814726
103,0.004063889256406812
104,0.004032944881648524
105,0.003980923734625565
106,0.003923429394978572
107,0.0038782436652270084
108,0.0038632301073963917
109,0.003808531342007002
110,0.0037928988286255625
111,0.003775247750050784
112,0.003757182020243308
113,0.003730480186925008
114,0.003715546611157157
115,0.0036877926985296886
116,0.00366461045762713
117,0.003639207652032393
118,0.0036239626209095626
119,0.00359982421685601
120,0.003540720733860809
121,0.0035297653767156307
122,0.0035027001904163312
123,0.0034928356169043264
124,0.0034590618386302605
125,0.0034243368018652184
126,0.003395986960760515
127,0.003384650073591852
128,0.0033683647697119188
129,0.003349146337133954
130,0.003322545617241927
131,0.0032943042074271966
132,0.0032640536180370008
133,0.003243378876660733
134,0.00321803772244467
135,0.0032055269926567166
136,0.0031755258662157127
137,0.003159174696571998
138,0.0031377872349015947
139,0.0031001618366520464
140,0.003056241509676946
141,0.003039394996888602
142,0.003008326283203042
143,0.002979949322083959
144,0.002973718358851907
145,0.002949729314137032
146,0.0029325404936241667
147,0.002927095430241718
148,0.0029120592668972064
149,0.002897858861994802
150,0.00283593690480427
151,0.0028279352185563433
152,0.0028108640549264264
153,0.0027853289121620257
154,0.0027770589444481926
155,0.00272688276203735
156,0.002712349287668567
157,0.002693479096062719
158,0.0026543955264508004
159,0.0026320416381583954
160,0.0026202047110386703
161,0.0025980764864613967
162,0.0025859030128901287
163,0.0025684545927984197
164,0.0025432122363897402
165,0.0025212326964873036
166,0.002477165960015509
167,0.002471852400658962
168,0.002457276931671797
169,0.00243258929102955
170,0.0024138165375432877
171,0.002379014743821649
172,0.0023543491142740233
173,0.002337240044207039
174,0.0023312613972458433
175,0.0022828767584046838
176,0.002259394259831173
177,0.002227784289671479
178,0.002214521811966943
179,0.0022113019365537392
180,0.0021601311027044452
181,0.0021498507568119113
182,0.002130575392066762
183,0.0020996857046656527
184,0.002083815659445924
185,0.0020479360596176817
186,0.0020415198263113933
187,0.002020029327321421
188,0.001994970047194067
189,0.00196657666057361
190,0.0019537480978765644
191,0.0019154146998092
192,0.0018838161848897487
193,0.0018001804440116273
194,0.0017753180024334294
195,0.0017239775686007418
196,0.0016858056594236102
197,0.0016714006495743305
198,0.001281091042387582
199,0.0006557232318788248
200,0.0004425802072825154
201,0.0003039522936708052
202,7.991053761450622e-31
