,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
HMA-Dm001-3991498,-0.05995264131009287,-4.961909685251816,-1.5319098787695926,3.437274422550062,-2.4327828554469435,-1.0143935299157245,-0.36230563703755864,-0.7187375792044007,2.5839171228497535,-1.1567200614922508,1.575138624951505,0.05697465298200109,2.418201632281941,-2.864058653514558,-2.483630813836292,4.095618993674463,-1.752083237515382,0.8615535208802397,-0.6729569300628891,-3.7802509310483186,-2.725202048051304,2.7419589459472853,1.8949842460000121,3.7441181798303,0.0303138992613399,1.6687066954585144,0.3978277832345386,-1.621883212373755,-1.0640859402896017,2.5690234690123925,-0.010711175544815862,1.4224048467437809,2.120051036248511,2.4637521521850854,2.0102320137909384,-2.21476845298923,1.3742593651661252,1.860751642781117,0.7606443057887308,-0.39786532826516186,3.4250414629276777,-2.6026024109659196,-2.0809422152807513,-2.1511183876813322,1.8975973483062862,1.7729275087106604,0.12379929819958563,4.216072651974872,2.015682421692081,-0.15916711230280128,-4.323936745274016,-1.8564267406179888,1.6448486520798236,-1.1798941109459402,-1.8923543918096752,0.22790251756347832,0.5822214249162951,-0.976659219674266,-3.6699305582066213,-2.069828533868255,1.084962466880043,2.898938870395257,-3.274765885896183,0.5835908487139073,0.6167869906121605,-0.08464575548927217,-3.4309208968039493,1.1753562658478658,-0.7128844676658681,0.6253152569758446,-1.8701551016710123,0.24352822413058525,0.41401254797237036,1.8490993973600574,-1.431829844995112,-0.26178672376493084,0.6251197864238685,1.5853818152953334,-0.07244191264838692,-1.246901138188937,-0.5393030980275441,1.7824183433649026,0.4852947578937298,-0.21765681705607656,-0.6090345620186246,0.472403514498121,1.4280527992741106,-0.3131174138435151,-0.16805399064744447,0.332029616661836,0.027952074204509153,9.80639180969689e-15
HMA-Dm004-3991499,-0.5661701827858232,-4.686892504069509,-1.109624481734531,1.8381944571376252,-2.06956130211318,-3.3347804035609294,-1.6998725082572488,-2.609188774272793,-2.273692262451318,-2.8117990172746947,0.9808508844396825,1.5766705666067813,-0.5187128547019202,3.7893741607307474,-1.6506665851899178,-0.276099458193373,0.33361605856843923,-2.303824717690501,0.7465231330058395,-3.6049218484703465,1.3544960263560528,-2.5175980806791993,-0.24084273076333856,2.712146818294447,-0.4183804568819084,1.6133906951851769,0.6613561085702254,6.1739222186284595,3.561172865298162,-1.7448567776850603,2.2560626309094145,2.625409602197174,-1.394271563435156,0.9046396210539549,-0.1271283231888356,0.24818681320963498,0.46467903304841657,0.8161514329795179,1.8061646847989659,1.1418835304187853,0.8634629898350578,1.9773911557698631,-1.6339409128030784,-0.07991968103106822,0.1667119481164116,1.3534451296154124,-0.24399673637575403,-1.3631990094731965,1.729375300081106,2.758179940370184,-3.761707068516852,1.2659318803091268,2.0234599135292486,1.682676720670488,0.39430630691004653,2.8870222796689173,0.2600196626831849,0.6418056793748901,2.0359599227401923,2.487894789736896,-2.0796016039821796,2.0801841050123047,1.4790125291376641,0.18472024687097283,-2.524039767089125,0.7027523808025768,-1.762782603737038,1.5035065480130292,0.8214071611468454,-3.536279902925821,-2.122119327147894,1.5271262428366708,2.734831828356202,-1.5058160497524944,-0.6974608950530325,2.8727942128561597,-2.200478477514624,-1.6751627447028066,-0.27083270587555963,0.6318553681231789,0.6957384653315072,-0.8468987591004915,-1.4414701065433289,0.6717813919261019,0.8999323829582568,-0.23542995964760433,-1.2863890667660827,0.05112925283405102,0.006026232096092821,0.0008669055675295315,0.11168105367049794,9.478529072737274e-15
HMA-Dm005-3991500,-0.7634999046474668,-5.103404327635783,-1.694506419975073,2.551726830144306,-0.2782359702144954,-1.7669430127867256,-1.8034483891529776,-1.734478447351072,-1.2847904144010012,-1.2291867151427984,0.2418379031523168,-2.2157844925622654,-0.034700499152229614,0.009856900839974526,1.0213045907275822,-2.018846985073954,1.545168036231707,-0.6512602362405303,3.802395272008348,-2.1429900361471685,-0.4325743019658932,-1.323948412399548,1.4704854988912397,0.7184572542374948,-2.8774546370337286,0.9261339855478308,-0.4050561072163009,-3.2093580905096784,4.372664636691355,0.1736661571986468,-0.933216511957647,0.4383225516001227,1.4658486220009597,-2.448933069249777,5.167183979422411,-0.7445816010813717,0.9332905506150023,-0.256333352162133,-1.1404125825427482,0.6533910138575008,0.4574509370857492,-0.6650662934186162,0.03294787632096896,-4.415589868353434,-0.3494886969373173,-3.5048914530832387,-1.4712991141514669,-2.4887025494237256,0.404876150828459,-2.5668695036755755,-0.717717467291452,1.8941881729930536,0.701722333361452,1.346375885878172,-0.5756570061786263,-3.0143012892889534,1.808994826975148,-1.6543595451193822,0.040677313093472334,-1.5737221898802076,1.5865888948441782,0.21818265804142617,1.811821508345207,-4.069362697600919,-2.187293281226925,2.0504833691085715,1.8299376103068474,3.3352548510539797,-0.8666239684862885,-0.9388397315978078,0.32271790104117626,-4.5435323866727,-0.1406916259032331,-0.47946262191911304,2.655942740129563,-1.3246266106769702,2.3446700133196487,-1.3853103563281948,0.9308949601659283,-0.5872786656756696,-1.3454150116252013,-0.3603821853880991,-0.3135502463805554,0.4888199918291559,0.5737911681638095,0.4509688379087795,-0.20993960675294987,0.09297364231257872,-0.6460676082597947,0.2636488803784607,0.22213675229776472,9.645062526431047e-16
HMA-Dm007-3991501,-0.01883790810794661,-3.9364376531075473,-0.8373984015840225,1.08870549991139,0.878878235396976,-1.4838972945305362,-0.48821964901116555,-4.474010381641255,-1.5490099813008151,1.6627822417200813,0.42560664623846356,0.981452240600727,2.467414716474319,-0.23564306909495566,-4.659745435935765,1.0135842406989557,5.375859845243614,-0.42103252344709097,0.7288602789232037,-0.6683536698553671,-0.3705169508032305,-2.2837524138786356,0.9701760413257099,-0.8930038119566185,-2.2752228729735586,-2.9010379854165196,1.9770417196971588,-3.1704502790719062,-1.5228504930063236,-2.399573201785946,1.3171908649479263,-1.897229777168913,1.620442541791371,-1.4822573430773638,-0.058385826412566816,1.432919943697493,-0.781705609930505,-5.0507256241774625,0.08181439811199476,1.3392417997566521,-0.5646416426424474,2.1374801779333352,-1.1701454854516187,2.439805588078323,-2.1650351488653246,2.0016212775094377,2.9717466664396075,0.8777592825276506,3.01767541142447,5.304909472089777,1.6338076979310372,-0.48286850541604676,2.1822865822701374,-2.895312721021033,0.23191289218516448,1.0590448927539007,-2.6876962276911622,0.21131084559997082,1.2665720083628245,2.007365338871629,2.44044658888602,1.1174582145452043,-1.2500622812798166,-2.6836289512535423,1.3885509520971893,-0.23986554914281272,-0.8739915269616402,1.4754673000273155,-3.2253423685026066,-0.6079638248982178,2.5763573920409146,-0.5422994902596657,-1.5104558462473945,1.074464233306224,1.049565663131644,1.5036312692989946,1.9275536239975277,1.6733139347679786,0.4942899302576082,-0.44532485570517244,0.06093943915073362,-0.17713525835860758,0.317567884797588,-0.40404768712884537,-0.35688853731268766,-0.41343534958153816,-0.024821518198352266,-0.20143515351506558,0.3303117270028861,0.021846287150145804,0.0006323738923757066,5.162537064506978e-15
HMA-Dm008-3991502,-0.4819190601926912,-4.3885602990816786,-0.1365112701088102,1.7029626409801981,-0.6858724799015503,-1.8618133586770746,-1.5074656859335807,-0.8299223646678855,-2.8220774018411157,1.5532837797469263,2.424828147920243,-4.944107441393602,-0.13118196248093794,1.732865641033409,0.3144090904135889,-1.6072518054582423,0.7851879130886373,1.277569743458493,2.052505751920252,2.017100848642183,-0.6960920892932887,1.438480321764125,0.6664744938751934,0.3017743398255514,2.9316282605275217,-2.0173072948845836,6.819128053129928,2.4459366067558257,0.12597494360049075,-2.068103767978753,-2.7345243114935007,0.1942281401233318,2.318064928516556,1.469456287124264,0.19263179274977216,2.1896862071090775,2.297524839879944,1.9730078965930347,0.21365099910215898,-0.2520726420206485,1.5755210188441908,-3.524293401404425,2.095523752072689,-2.416724052745492,1.8422869013795076,4.141384570910924,4.332233334655237,-0.17441668468079533,-0.7063960539905435,0.8212433877497137,3.521984000789696,-2.187241168951381,-2.8807971293816874,-0.9643141557919582,-0.6872335806432136,-0.2479359519791331,-1.9369732185113508,-1.0919212207192666,0.46186704096962594,2.389718602830749,0.9100413187971295,-0.9990923711283394,0.6754416944168908,2.1464906997773547,-2.0346715030716744,0.22287296895906916,-2.133207231470548,0.6582427995692599,1.295100073079555,1.6186926366025425,-0.2530537030407561,-3.2111559024271057,-0.9809935536420824,-2.2838074864540876,0.05022409228322375,-1.1451374464339272,-2.260168278642774,-1.1520731471101042,1.6928600625652357,0.5320322717935888,-0.11477079043747129,0.8037378685499199,-0.17082577826420753,1.043648042040573,-0.11554231199430649,0.4341913503831972,0.6135794206189259,0.30040867809108984,0.3439559305427812,-0.0013423880796691323,0.08549650118532712,2.581268532253489e-15
HMA-Dm010-3991503,-0.42266730068615976,-4.3167455720935735,0.7410647087317499,4.159628885555666,0.42115428279094125,-1.552172248843966,2.7614596446005586,-3.5362702777861013,-0.07521254844451244,-2.888039884593187,-4.422306561109573,1.4320720443531663,2.356849220196145,-3.345905168158123,-0.2235256852688935,0.4945909234852233,1.3330063878296776,7.171000608748957,-2.9103085139308797,-2.838259833556075,-1.2724011384029132,-1.8413056821489593,0.12039459164483204,0.5295869388010433,-0.3374714510248128,2.6899917163999425,-0.7448307816448603,-0.5312109346577573,-0.9170149305012767,-2.543414680311987,-1.1197319736431357,-0.39400024660227156,1.8883797934202935,-0.9574855898343497,0.15143292908740005,-0.3426964368977982,3.28644356486516,2.3451713336542324,-2.895056248713462,0.4326899893063701,2.925111796846436,2.0380080713023476,2.0032554349264924,4.023459098228277,-0.9428600051076723,2.686542426071414,-2.779178770056277,-2.896704545549067,0.11761919475884587,-2.6480197238241447,3.0805920259219772,0.3651780481938011,-0.3768354386325232,1.447248439370822,1.0597644329878038,-2.121810987441159,-0.33628880529717625,-0.11869051349161316,-2.0510426737695715,0.47215086526597866,-0.8591179456495704,3.2267993389877887,-0.6602973133347216,0.855169380153856,2.2861086989229475,-3.319320356803248,0.809691754385113,-2.249096673255077,0.1679866228492582,-1.0127098573196638,0.3386434155730728,-1.0809653681245497,0.17923254884161466,-1.752097878874939,1.2000067495324014,1.279677284660562,-0.7145483725395486,-1.5262414118850258,0.46212690713405846,1.6975813800686594,0.6825738365055406,-0.3363894395387734,-0.7753314109485572,0.8206971593315158,0.38000513230029354,0.5713542541106804,0.04920630308291126,0.013114968054944443,0.9768992714449788,0.17075034310190762,0.022621838045996424,4.98212582300539e-15
HMA-Dm011-3991504,-1.0620175537542966,-5.7427679167743655,-0.837970001857444,2.2784998878844593,0.06774687698483162,-0.4480013425163606,-0.615564697555296,-3.3131107024791766,0.07018904733286113,-0.2971338440574717,-0.9282648945506291,0.9010276602687742,1.897723577988828,2.8194871640724606,-0.5645519208306271,1.5338360958648916,-1.169321801015009,6.632987441950211,-2.1298870901410654,-2.999815965300448,4.079179105658614,1.712035977193944,-0.9945605281628869,2.531484243808193,0.26530199002910226,1.2098530922216297,-3.233717036572989,2.6436113953648217,-3.325088544668702,1.7912871974906657,2.6147286905902547,-1.1290707797982011,-2.4705146006133956,0.6067899704753565,0.5876141414155791,-1.3918579689790171,1.0569918808111773,-0.10730412538993378,-0.08730104720542094,-2.5079650052029554,-0.762351430883342,0.5429835618165506,1.58271616469876,-2.0978420977312324,1.3517024709387178,-1.6405670337490599,3.2723654092078918,-1.4706675976697088,1.0523321055026063,2.5537591333927723,2.512331330957716,-1.0768159835632034,-0.5823390257074457,-3.0696927139368495,-1.4975052654414653,-0.19345563640089106,-2.1131750508873965,1.8369017344837972,-0.0805078935334683,-2.2365191895545884,-2.653833990025041,-4.180492958197056,0.8901375746067617,-2.534366747706664,-2.03950641025975,0.19614324217556928,3.1634041146368927,-0.7530707993079824,0.14863550646406887,-2.1228403399991014,-1.265454338317197,-0.5888847057671371,-0.14468221573662374,-0.7657882834594827,-0.569617671586185,-2.0419133757108896,-0.4754462812531006,2.6089652124588327,-1.4885609179842483,-1.5339031586866156,-1.3631810292219693,-0.5213063719094245,0.3597117874173279,0.20595592997537,-0.33359786947919967,0.1303825210200339,0.6546740904358966,0.9785428870969229,-0.21734598810917874,0.0609507768098077,-0.08357977163862143,6.921112988278466e-15
HMA-Dm014-3991505,-0.9871356887237214,-5.812492944835767,-1.093877711461609,3.3103394696363537,-0.9713111274024658,-0.800107817675202,-1.2256326883133841,-3.3400347660806116,-1.5216371349367221,0.13780836253978304,0.41347378790555295,2.5361321908483,-3.9209560144477935,1.1460559226763316,-2.454932342506849,-0.7212791678373014,1.6826982838050069,0.2704030368824997,1.9989600636193423,-3.168063628099642,1.6776237786462724,2.263174608659624,-0.26239607868463893,0.07341565908279232,-0.9579487286109345,0.22534176522278487,-0.25780982918632295,-2.098933695357914,-0.7014370846829712,-1.107253323180254,-1.33854519096221,-1.165034126296387,2.0474643472043983,-1.2146561151690194,-5.89479858369864,-2.576071152451046,-5.4011174427195385,1.2115208115081288,0.5315860028614383,-0.6566698995797893,-0.9610092168793034,-2.107224478629206,-1.4751119585649217,1.8361900396518374,0.7972764245414075,-4.520931976902905,0.4911725410636593,-3.0152103748670975,-3.011513003797777,-0.7550902188029432,-0.03251202336497534,2.734047956309474,-0.601478734450463,-0.8752895984923096,-1.9891014676230148,3.592589615313394,-1.4623809012453668,-2.9437719470365207,-2.466908665507576,0.9352405668183097,-2.089426074009686,0.7255848396339094,0.280821555425087,2.6917667276878543,-0.8271089315594806,-2.790988865501874,-0.39281741848433016,1.231582399859707,-0.8531191725259502,2.7208167943627286,-0.45415702305150474,1.6332647837803,-1.9031745974268341,0.33269855576377105,0.22247435703716914,-1.8652144542808764,0.4347814595557916,-1.5463452882262085,1.0916661960282688,-0.8350820995835271,-0.6921783302938183,0.13793272602289317,-0.08794170645975175,-0.03173657485322551,1.7614703913405876,0.3836474276468032,0.22194459029276908,-0.20564055128439057,-0.6562368201564491,-0.2421345178640466,0.008996324444030285,3.4486302702418925e-15
HMA-Dm015-3991506,-2.0487707895282705,-5.104195133639267,-1.9478383190898412,4.472392055269865,-5.103648640669625,-0.7714526255687978,9.690530069779742,8.518235083273956,0.8288730426684655,-4.772315597060545,-0.029822650110105098,0.6158440845460589,1.062166776453897,0.4022656222860152,0.09001323342742898,-0.6775312101769353,1.1725060159043958,-0.7458249812653028,-0.1855577825141134,-0.9631041980984865,2.0938697202896055,0.6212260051277108,0.09840197323320092,-1.8755030450591326,0.5757811113641007,-0.9780875839989819,1.119398422241332,-1.3943752861604966,-1.0071046686891914,0.13518530900697645,-0.42978726697947284,1.522846009534155,-0.5833134533316564,-1.6550880704848427,0.09474006767345441,0.5640076459849942,0.44518667869234474,-0.7781185462528052,0.503005514431895,0.23120352450259316,0.5365257157753274,-0.19620763572734495,0.2021127515914563,-0.5395636389772898,-0.8690056119538914,-0.46545956664896043,1.1605685201325648,-0.46439257775648246,-1.0725108331059252,0.4699974170678359,0.0061170210377444745,0.3807687549942057,0.7689070198028555,-0.0812864844356164,-0.24818178322370887,-0.4340111877847094,-0.675621054246122,0.5344306516341103,0.7476786316305092,-0.02429863800130963,0.003751398156686958,-0.19926682901120027,1.0093912491929176,-0.593335488297797,-0.07284965933261447,0.6444009570535062,-0.9635302619486377,-0.2287100846283304,0.49694376880514113,-0.031857491988057145,0.07401402214630792,0.6397735967420879,-0.353633124882667,0.14392183630248417,-0.053537068520332576,0.08754872407960385,0.11309968338999972,-0.6127617076848555,0.24514266663928969,0.1481934552095265,-0.1867375210581545,0.2628045577395572,-0.03995737877276198,-0.32071458898499466,0.20878238403856098,-0.3448642748113619,0.33008383705990635,-0.016596525854781517,-0.29835785492927386,0.2118852390166007,-4.451513534092008,7.008282842946301e-16
HMA-Dm018-3991507,-0.909850093301731,-4.761591425758106,0.20539747696633662,1.941347241623824,-0.9869315101567057,-3.1078583301030727,-0.13178087916502276,0.4564914479770341,-1.2498105033433882,-2.166918923340744,-0.14441609876573103,-2.2235520130277613,-4.0340297759014545,0.3698517204470284,-0.22201773479064804,-1.8258774116566625,0.9252918754509846,3.2718391663852495,5.118106055556171,1.4973429508279334,-1.165644975558324,-1.6218373736474576,0.22280934218656592,2.7185266947138067,0.6041979731758338,-1.291992256042103,0.09800009637971796,-0.30463324512856194,3.1937349356723965,-2.724866144876697,1.1096425599497441,-0.18670064666209468,-0.32784508240431565,-0.8087590505534649,-2.1461410103975833,0.5497395956902345,-0.7157729668490813,-1.8662560381102518,0.8541677383231813,-3.4196114471639096,1.109137696128986,0.25572926336831914,1.140351561236686,0.39930785081617015,-0.622830772368029,0.2975904179688689,1.5027126898458396,0.3672419544490783,2.7364872871244565,-4.013668679018606,2.590025931441285,-4.452661093732289,0.7624695546311834,2.152837074426678,1.393754055155016,3.1870407196133943,5.7935046449251875,1.856836158487726,-2.0230811390103245,-1.0805673346488,-1.7545298763318031,-1.7846722564824917,-3.250115439746347,0.6838931105106992,-0.620706341849693,2.148268538820312,1.2244445682858847,-0.9545728796797991,-0.4310181643249279,1.4407729948236727,2.4114477556280884,2.309361723093008,1.9203113491476305,1.9566652848449637,0.5941242890991658,1.0577113569300207,0.562592197927234,1.620229518196806,-0.46252271342162005,-1.1131166502078316,0.5190953355329567,-0.29994384578621436,-0.2811875284081356,-0.5131042663065157,-0.4778384759386136,-0.9772934957368254,0.22450080161322955,0.07225902893086514,-0.18207645811034173,-0.05469224030644143,-0.13978935466326003,2.2146780936926902e-14
