# removed samples
ALA-AL401-3991432	Ashmore
ALA-AL404-3991435	Ashmore
HST-KLS0360-2562274	Ashmore
HST-KLS0634-2892478	Broome
HST-KLS0886-2892390	Exmouth_Gulf
HST-KLS1679-4013420	Broome
HST-KLS1677-4013418	Broome
HST-KLS0660-2892454	Broome
HST-KLS0941-2892545	Exmouth_Gulf
HST-KLS0897-2892551	Exmouth_Gulf
HST-KLS0896-2892403	Exmouth_Gulf
HST-KLS1204-3593361	Pilbara
HST-As012-3991487	Gulf_of_Carpentaria
HST-As010-3991485	Gulf_of_Carpentaria
