Species,Region,Sample,reads_raw,reads_sum_len_raw,reads_qc,reads_sum_len_qc,reads_ipyrad,refseq_mapped_reads,refseq_unmapped_reads,clusters_total,clusters_hidepth,hetero_est,error_est,reads_consens,loci_in_assembly
Aipysurus laevis,Eighty Mile Beach,ALA-SS170822-01-2892494,1464887,202154406,1287296,100714253,1042614,702062,340552,84596,28113,0.002201,0.002516,27833,26456
Aipysurus laevis,Eighty Mile Beach,ALA-SS170822-02-2892495,1468227,202615326,1307097,104672549,1073831,704613,369218,90262,29693,0.00275,0.002945,29312,27705
Aipysurus laevis,Eighty Mile Beach,ALA-SS170822-03-2892528,1607257,221801466,1268420,88915964,963176,689082,274094,32787,14551,0.003295,0.002454,14335,13048
Aipysurus laevis,Pilbara,ALA-SS171011-02-2892425,1288338,177790644,1210175,101963723,1036819,672144,364675,95113,30082,0.001979,0.002377,29840,28271
Aipysurus laevis,Eighty Mile Beach,ALA-SS171011-03-2892496,1408155,194325390,1260661,102042203,1052869,700911,351958,79989,27522,0.002132,0.00246,27286,25816
Aipysurus laevis,Pilbara,ALA-SS171018-02-2892517,1453366,200564508,1289131,100115277,1046565,717111,329454,77507,28024,0.002026,0.002519,27785,26273
Aipysurus laevis,Pilbara,ALA-SS171025-01-2892506,1264821,174545298,1149043,90068440,927673,679873,247800,81089,28798,0.002197,0.002448,28556,26948
Aipysurus laevis,Pilbara,ALA-SS171104-01-2892432,1335633,184317354,1223781,101597513,1039747,697800,341947,95974,30236,0.002045,0.002487,30031,28594
Aipysurus laevis,Pilbara,ALA-SS171105-01-2892472,1440653,198810114,1285818,103447885,1062390,713131,349259,90563,29304,0.002217,0.002613,29066,27682
Aipysurus laevis,Pilbara,ALA-SS171106-02-2892479,1353398,186768924,1214599,97585126,998103,534112,463991,88010,25616,0.00212,0.0024,25420,24110
Aipysurus laevis,Pilbara,ALA-SS171106-03-2892404,1421054,196105452,1310908,103340045,1083469,254458,829011,67574,13171,0.002171,0.002569,13026,12553
Aipysurus laevis,Heywood Shoal,ALA-VU121-2562122,1566481,216174378,1274904,90215612,964190,513350,450840,69269,20583,0.002267,0.002389,20352,19348
Aipysurus laevis,Heywood Shoal,ALA-VU130-2562201,1159850,160059300,1087615,88150680,899914,658492,241422,23892,14149,0.001396,0.002664,14054,11708
Aipysurus laevis,Heywood Shoal,ALA-VU132-2562114,1439384,198634992,1227245,94313394,985436,446960,538476,76327,20896,0.002438,0.002462,20697,19616
Aipysurus laevis,Dampier Peninsula,ALA-VU15-2892510,1424417,196569546,1249791,101844277,1041533,705464,336069,99461,30599,0.002161,0.002298,30366,28959
Aipysurus laevis,Dampier Peninsula,ALA-VU20-2892394,1273012,175675656,1183610,98350244,1002920,530850,472070,92707,25974,0.001836,0.002422,25747,24554
Aipysurus laevis,Dampier Peninsula,ALA-VU21-2892380,1367206,188674428,1256311,106043802,1074097,555457,518640,99643,27252,0.00193,0.00254,27038,25753
Aipysurus laevis,Dampier Peninsula,ALA-VU33-2892383,1321249,182332362,1208013,98934681,1006566,626191,380375,95227,28451,0.002248,0.002475,28198,26803
Aipysurus laevis,Dampier Peninsula,ALA-VU37-2892482,1575258,217385604,1375250,109188763,1121923,775073,346850,80402,28583,0.002244,0.002762,28316,26801
Aipysurus laevis,Dampier Peninsula,ALA-VU47-2892477,1456372,200979336,1331193,109657513,1116916,779778,337138,96685,31952,0.002072,0.002833,31711,30161
Aipysurus laevis,Dampier Peninsula,ALA-VU50-2892527,1316782,181715916,1135416,90317423,929891,586804,343087,69343,25601,0.00212,0.002714,25434,23892
Aipysurus laevis,Eighty Mile Beach,ALA-VU51-2892500,1511075,208528350,1308859,106770630,1087589,740542,347047,90864,29984,0.002175,0.002689,29759,28280
Aipysurus laevis,Eighty Mile Beach,ALA-VU53-2892376,1381176,190602288,1191606,96736897,986444,669621,316823,91627,28749,0.002054,0.002635,28517,27145
Aipysurus laevis,Eighty Mile Beach,ALA-VU62-2892417,1365588,188451144,1248022,99641057,1026726,743276,283450,95937,31045,0.002118,0.002542,30801,29324
Aipysurus pooleorum,Shark Bay,APO-BD304-2892487,1352700,186672600,1202053,91288077,956239,624569,331670,72139,25625,0.002114,0.002563,25410,23923
Aipysurus pooleorum,Shark Bay,APO-BD320-2892516,1551140,214057320,1383862,107505912,1105656,762577,343079,89192,31705,0.001848,0.002603,31440,29692
Aipysurus pooleorum,Shark Bay,APO-BD325-2892538,1510822,208493436,1323341,100113651,1047924,743003,304921,70367,26455,0.002253,0.002847,26202,24634
Aipysurus pooleorum,Shark Bay,APO-BD326-2892550,1493634,206121492,1256827,94972383,1003079,702588,300491,65950,25591,0.002251,0.002602,25336,23839
Aipysurus pooleorum,Shark Bay,APO-BD330-2892535,1437426,198364788,1234845,96937783,1009715,691610,318105,77766,26443,0.002258,0.002675,26169,24802
Aipysurus pooleorum,Shark Bay,APO-BD331-2892519,1293387,178487406,1153410,84858520,899298,643113,256185,71251,26219,0.002199,0.002568,25968,24202
Aipysurus pooleorum,Shark Bay,APO-BD337-2892483,1511137,208536906,1346571,107327075,1100003,805748,294255,89859,31109,0.002244,0.002762,30839,29263
Aipysurus pooleorum,Shark Bay,APO-BD338-2892540,1402048,193482624,1235544,94180039,989373,675984,313389,63157,25723,0.00215,0.002681,25504,23864
Aipysurus pooleorum,Shark Bay,APO-BD339-2892520,1469040,202727520,1272315,98287268,1035008,736977,298031,84466,28556,0.002065,0.00264,28277,26775
Aipysurus pooleorum,Shark Bay,APO-BD342-2892423,1402464,193540032,1268327,101287866,1032535,700320,332215,85667,28378,0.002114,0.002697,28118,26610
Aipysurus pooleorum,Exmouth Gulf,APO-KLS1002-2562146,1332412,183872856,1198768,98661385,1003499,669849,333650,91061,29178,0.001963,0.00258,28907,27436
